date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,stage_name,knockout_stage,extra_time,penalty_shootout,match_id
2018-06-18,Sweden,South Korea,1,0,2018 FIFA Men's World Cup,Nizhny Novgorod,Russia,True,group stage,0,0,0,M-2018-12
2018-06-18,Belgium,Panama,3,0,2018 FIFA Men's World Cup,Sochi,Russia,True,group stage,0,0,0,M-2018-13
2018-06-18,Tunisia,England,1,2,2018 FIFA Men's World Cup,Volgograd,Russia,True,group stage,0,0,0,M-2018-14
2018-06-19,Colombia,Japan,1,2,2018 FIFA Men's World Cup,Saransk,Russia,True,group stage,0,0,0,M-2018-15
2018-06-19,Poland,Senegal,1,2,2018 FIFA Men's World Cup,Moscow,Russia,True,group stage,0,0,0,M-2018-16
2018-06-19,Russia,Egypt,3,1,2018 FIFA Men's World Cup,Saint Petersburg,Russia,True,group stage,0,0,0,M-2018-17
2018-06-20,Portugal,Morocco,1,0,2018 FIFA Men's World Cup,Moscow,Russia,True,group stage,0,0,0,M-2018-18
2018-06-20,Uruguay,Saudi Arabia,1,0,2018 FIFA Men's World Cup,Rostov-on-Don,Russia,True,group stage,0,0,0,M-2018-19
2018-06-20,Iran,Spain,0,1,2018 FIFA Men's World Cup,Kazan,Russia,True,group stage,0,0,0,M-2018-20
2018-06-21,Denmark,Australia,1,1,2018 FIFA Men's World Cup,Samara,Russia,True,group stage,0,0,0,M-2018-21
2018-06-21,France,Peru,1,0,2018 FIFA Men's World Cup,Yekaterinburg,Russia,True,group stage,0,0,0,M-2018-22
2018-06-21,Argentina,Croatia,0,3,2018 FIFA Men's World Cup,Nizhny Novgorod,Russia,True,group stage,0,0,0,M-2018-23
2018-06-22,Brazil,Costa Rica,2,0,2018 FIFA Men's World Cup,Saint Petersburg,Russia,True,group stage,0,0,0,M-2018-24
2018-06-22,Nigeria,Iceland,2,0,2018 FIFA Men's World Cup,Volgograd,Russia,True,group stage,0,0,0,M-2018-25
2018-06-22,Serbia,Switzerland,1,2,2018 FIFA Men's World Cup,Kaliningrad,Russia,True,group stage,0,0,0,M-2018-26
2018-06-23,Belgium,Tunisia,5,2,2018 FIFA Men's World Cup,Moscow,Russia,True,group stage,0,0,0,M-2018-27
2018-06-23,South Korea,Mexico,1,2,2018 FIFA Men's World Cup,Rostov-on-Don,Russia,True,group stage,0,0,0,M-2018-28
2018-06-23,Germany,Sweden,2,1,2018 FIFA Men's World Cup,Sochi,Russia,True,group stage,0,0,0,M-2018-29
2018-06-24,England,Panama,6,1,2018 FIFA Men's World Cup,Nizhny Novgorod,Russia,True,group stage,0,0,0,M-2018-30
2018-06-24,Japan,Senegal,2,2,2018 FIFA Men's World Cup,Yekaterinburg,Russia,True,group stage,0,0,0,M-2018-31
2018-06-24,Poland,Colombia,0,3,2018 FIFA Men's World Cup,Kazan,Russia,True,group stage,0,0,0,M-2018-32
2018-06-25,Saudi Arabia,Egypt,2,1,2018 FIFA Men's World Cup,Volgograd,Russia,True,group stage,0,0,0,M-2018-33
2018-06-25,Uruguay,Russia,3,0,2018 FIFA Men's World Cup,Samara,Russia,True,group stage,0,0,0,M-2018-34
2018-06-25,Spain,Morocco,2,2,2018 FIFA Men's World Cup,Kaliningrad,Russia,True,group stage,0,0,0,M-2018-35
2018-06-25,Iran,Portugal,1,1,2018 FIFA Men's World Cup,Saransk,Russia,True,group stage,0,0,0,M-2018-36
2018-06-26,Australia,Peru,0,2,2018 FIFA Men's World Cup,Sochi,Russia,True,group stage,0,0,0,M-2018-37
2018-06-26,Denmark,France,0,0,2018 FIFA Men's World Cup,Moscow,Russia,True,group stage,0,0,0,M-2018-38
2018-06-26,Iceland,Croatia,1,2,2018 FIFA Men's World Cup,Rostov-on-Don,Russia,True,group stage,0,0,0,M-2018-39
2018-06-26,Nigeria,Argentina,1,2,2018 FIFA Men's World Cup,Saint Petersburg,Russia,True,group stage,0,0,0,M-2018-40
2018-06-27,South Korea,Germany,2,0,2018 FIFA Men's World Cup,Kazan,Russia,True,group stage,0,0,0,M-2018-41
2018-06-27,Mexico,Sweden,0,3,2018 FIFA Men's World Cup,Yekaterinburg,Russia,True,group stage,0,0,0,M-2018-42
2018-06-27,Serbia,Brazil,0,2,2018 FIFA Men's World Cup,Moscow,Russia,True,group stage,0,0,0,M-2018-43
2018-06-27,Switzerland,Costa Rica,2,2,2018 FIFA Men's World Cup,Nizhny Novgorod,Russia,True,group stage,0,0,0,M-2018-44
2018-06-28,Japan,Poland,0,1,2018 FIFA Men's World Cup,Volgograd,Russia,True,group stage,0,0,0,M-2018-45
2018-06-28,Senegal,Colombia,0,1,2018 FIFA Men's World Cup,Samara,Russia,True,group stage,0,0,0,M-2018-46
2018-06-28,England,Belgium,0,1,2018 FIFA Men's World Cup,Kaliningrad,Russia,True,group stage,0,0,0,M-2018-47
2018-06-28,Panama,Tunisia,1,2,2018 FIFA Men's World Cup,Saransk,Russia,True,group stage,0,0,0,M-2018-48
2018-06-30,France,Argentina,4,3,2018 FIFA Men's World Cup,Kazan,Russia,True,round of 16,1,0,0,M-2018-49
2018-06-30,Uruguay,Portugal,2,1,2018 FIFA Men's World Cup,Sochi,Russia,True,round of 16,1,0,0,M-2018-50
2018-07-01,Spain,Russia,1,1,2018 FIFA Men's World Cup,Moscow,Russia,True,round of 16,1,1,1,M-2018-51
2018-07-01,Croatia,Denmark,1,1,2018 FIFA Men's World Cup,Nizhny Novgorod,Russia,True,round of 16,1,1,1,M-2018-52
2018-07-02,Brazil,Mexico,2,0,2018 FIFA Men's World Cup,Samara,Russia,True,round of 16,1,0,0,M-2018-53
2018-07-02,Belgium,Japan,3,2,2018 FIFA Men's World Cup,Rostov-on-Don,Russia,True,round of 16,1,0,0,M-2018-54
2018-07-03,Sweden,Switzerland,1,0,2018 FIFA Men's World Cup,Saint Petersburg,Russia,True,round of 16,1,0,0,M-2018-55
2018-07-03,Colombia,England,1,1,2018 FIFA Men's World Cup,Moscow,Russia,True,round of 16,1,1,1,M-2018-56
2018-07-06,Uruguay,France,0,2,2018 FIFA Men's World Cup,Nizhny Novgorod,Russia,True,quarter-finals,1,0,0,M-2018-57
2018-07-06,Brazil,Belgium,1,2,2018 FIFA Men's World Cup,Kazan,Russia,True,quarter-finals,1,0,0,M-2018-58
2018-07-07,Sweden,England,0,2,2018 FIFA Men's World Cup,Samara,Russia,True,quarter-finals,1,0,0,M-2018-59
2018-07-07,Russia,Croatia,2,2,2018 FIFA Men's World Cup,Sochi,Russia,True,quarter-finals,1,1,1,M-2018-60
2018-07-10,France,Belgium,1,0,2018 FIFA Men's World Cup,Saint Petersburg,Russia,True,semi-finals,1,0,0,M-2018-61
2018-07-11,Croatia,England,2,1,2018 FIFA Men's World Cup,Moscow,Russia,True,semi-finals,1,1,0,M-2018-62
2018-07-14,Belgium,England,2,0,2018 FIFA Men's World Cup,Saint Petersburg,Russia,True,third-place match,1,0,0,M-2018-63
2018-07-15,France,Croatia,4,2,2018 FIFA Men's World Cup,Moscow,Russia,True,final,1,0,0,M-2018-64
2022-11-20,Qatar,Ecuador,0,2,2022 FIFA Men's World Cup,Al Khor,Qatar,True,group stage,0,0,0,M-2022-01
2022-11-21,England,Iran,6,2,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-02
2022-11-21,Senegal,Netherlands,0,2,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-03
2022-11-21,United States,Wales,1,1,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-04
2022-11-22,Argentina,Saudi Arabia,1,2,2022 FIFA Men's World Cup,Lusail,Qatar,True,group stage,0,0,0,M-2022-05
2022-11-22,Denmark,Tunisia,0,0,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-06
2022-11-22,Mexico,Poland,0,0,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-07
2022-11-22,France,Australia,4,1,2022 FIFA Men's World Cup,Al Wakrah,Qatar,True,group stage,0,0,0,M-2022-08
2022-11-23,Morocco,Croatia,0,0,2022 FIFA Men's World Cup,Al Khor,Qatar,True,group stage,0,0,0,M-2022-09
2022-11-23,Germany,Japan,1,2,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-10
2022-11-23,Spain,Costa Rica,7,0,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-11
2022-11-23,Belgium,Canada,1,0,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-12
2022-11-24,Switzerland,Cameroon,1,0,2022 FIFA Men's World Cup,Al Wakrah,Qatar,True,group stage,0,0,0,M-2022-13
2022-11-24,Uruguay,South Korea,0,0,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-14
2022-11-24,Portugal,Ghana,3,2,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-15
2022-11-24,Brazil,Serbia,2,0,2022 FIFA Men's World Cup,Lusail,Qatar,True,group stage,0,0,0,M-2022-16
2022-11-25,Wales,Iran,0,2,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-17
2022-11-25,Qatar,Senegal,1,3,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-18
2022-11-25,Netherlands,Ecuador,1,1,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-19
2022-11-25,England,United States,0,0,2022 FIFA Men's World Cup,Al Khor,Qatar,True,group stage,0,0,0,M-2022-20
2022-11-26,Tunisia,Australia,0,1,2022 FIFA Men's World Cup,Al Wakrah,Qatar,True,group stage,0,0,0,M-2022-21
2022-11-26,Poland,Saudi Arabia,2,0,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-22
2022-11-26,France,Denmark,2,1,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-23
2022-11-26,Argentina,Mexico,2,0,2022 FIFA Men's World Cup,Lusail,Qatar,True,group stage,0,0,0,M-2022-24
2022-11-27,Japan,Costa Rica,0,1,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-25
2022-11-27,Belgium,Morocco,0,2,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-26
2022-11-27,Croatia,Canada,4,1,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-27
2022-11-27,Spain,Germany,1,1,2022 FIFA Men's World Cup,Al Khor,Qatar,True,group stage,0,0,0,M-2022-28
2022-11-28,Cameroon,Serbia,3,3,2022 FIFA Men's World Cup,Al Wakrah,Qatar,True,group stage,0,0,0,M-2022-29
2022-11-28,South Korea,Ghana,2,3,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-30
2022-11-28,Brazil,Switzerland,1,0,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-31
2022-11-28,Portugal,Uruguay,2,0,2022 FIFA Men's World Cup,Lusail,Qatar,True,group stage,0,0,0,M-2022-32
2022-11-29,Ecuador,Senegal,1,2,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-33
2022-11-29,Netherlands,Qatar,2,0,2022 FIFA Men's World Cup,Al Khor,Qatar,True,group stage,0,0,0,M-2022-34
2022-11-29,Iran,United States,0,1,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-35
2022-11-29,Wales,England,0,3,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-36
2022-11-30,Australia,Denmark,1,0,2022 FIFA Men's World Cup,Al Wakrah,Qatar,True,group stage,0,0,0,M-2022-37
2022-11-30,Tunisia,France,1,0,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-38
2022-11-30,Poland,Argentina,0,2,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-39
2022-11-30,Saudi Arabia,Mexico,1,2,2022 FIFA Men's World Cup,Lusail,Qatar,True,group stage,0,0,0,M-2022-40
2022-12-01,Canada,Morocco,1,2,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-41
2022-12-01,Croatia,Belgium,0,0,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-42
2022-12-01,Costa Rica,Germany,2,4,2022 FIFA Men's World Cup,Al Khor,Qatar,True,group stage,0,0,0,M-2022-43
2022-12-01,Japan,Spain,2,1,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-44
2022-12-02,Ghana,Uruguay,0,2,2022 FIFA Men's World Cup,Al Wakrah,Qatar,True,group stage,0,0,0,M-2022-45
2022-12-02,South Korea,Portugal,2,1,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,group stage,0,0,0,M-2022-46
2022-12-02,Cameroon,Brazil,1,0,2022 FIFA Men's World Cup,Lusail,Qatar,True,group stage,0,0,0,M-2022-47
2022-12-02,Serbia,Switzerland,2,3,2022 FIFA Men's World Cup,Doha,Qatar,True,group stage,0,0,0,M-2022-48
2022-12-03,Netherlands,United States,3,1,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,round of 16,1,0,0,M-2022-49
2022-12-03,Argentina,Australia,2,1,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,round of 16,1,0,0,M-2022-50
2022-12-04,France,Poland,3,1,2022 FIFA Men's World Cup,Doha,Qatar,True,round of 16,1,0,0,M-2022-51
2022-12-04,England,Senegal,3,0,2022 FIFA Men's World Cup,Al Khor,Qatar,True,round of 16,1,0,0,M-2022-52
2022-12-05,Japan,Croatia,1,1,2022 FIFA Men's World Cup,Al Wakrah,Qatar,True,round of 16,1,1,1,M-2022-53
2022-12-05,Brazil,South Korea,4,1,2022 FIFA Men's World Cup,Doha,Qatar,True,round of 16,1,0,0,M-2022-54
2022-12-06,Morocco,Spain,0,0,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,round of 16,1,1,1,M-2022-55
2022-12-06,Portugal,Switzerland,6,1,2022 FIFA Men's World Cup,Lusail,Qatar,True,round of 16,1,0,0,M-2022-56
2022-12-09,Croatia,Brazil,1,1,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,quarter-finals,1,1,1,M-2022-57
2022-12-09,Netherlands,Argentina,2,2,2022 FIFA Men's World Cup,Lusail,Qatar,True,quarter-finals,1,1,1,M-2022-58
2022-12-10,Morocco,Portugal,1,0,2022 FIFA Men's World Cup,Doha,Qatar,True,quarter-finals,1,0,0,M-2022-59
2022-12-10,England,France,1,2,2022 FIFA Men's World Cup,Al Khor,Qatar,True,quarter-finals,1,0,0,M-2022-60
2022-12-13,Argentina,Croatia,3,0,2022 FIFA Men's World Cup,Lusail,Qatar,True,semi-finals,1,0,0,M-2022-61
2022-12-14,France,Morocco,2,0,2022 FIFA Men's World Cup,Al Khor,Qatar,True,semi-finals,1,0,0,M-2022-62
2022-12-17,Croatia,Morocco,2,1,2022 FIFA Men's World Cup,Al Rayyan,Qatar,True,third-place match,1,0,0,M-2022-63
2022-12-18,Argentina,France,3,3,2022 FIFA Men's World Cup,Lusail,Qatar,True,final,1,1,1,M-2022-64
