date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,stage_name,knockout_stage,extra_time,penalty_shootout,match_id
1990-06-12,Netherlands,Egypt,1,1,1990 FIFA Men's World Cup,Palermo,Italy,True,group stage,0,0,0,M-1990-11
1990-06-13,Uruguay,Spain,0,0,1990 FIFA Men's World Cup,Udine,Italy,True,group stage,0,0,0,M-1990-12
1990-06-13,Argentina,Soviet Union,2,0,1990 FIFA Men's World Cup,Naples,Italy,True,group stage,0,0,0,M-1990-13
1990-06-14,Cameroon,Romania,2,1,1990 FIFA Men's World Cup,Bari,Italy,True,group stage,0,0,0,M-1990-14
1990-06-14,Yugoslavia,Colombia,1,0,1990 FIFA Men's World Cup,Bologna,Italy,True,group stage,0,0,0,M-1990-15
1990-06-14,Italy,United States,1,0,1990 FIFA Men's World Cup,Rome,Italy,True,group stage,0,0,0,M-1990-16
1990-06-15,Austria,Czechoslovakia,0,1,1990 FIFA Men's World Cup,Florence,Italy,True,group stage,0,0,0,M-1990-17
1990-06-15,West Germany,United Arab Emirates,5,1,1990 FIFA Men's World Cup,Milan,Italy,True,group stage,0,0,0,M-1990-18
1990-06-16,Brazil,Costa Rica,1,0,1990 FIFA Men's World Cup,Turin,Italy,True,group stage,0,0,0,M-1990-19
1990-06-16,Sweden,Scotland,1,2,1990 FIFA Men's World Cup,Genoa,Italy,True,group stage,0,0,0,M-1990-20
1990-06-16,England,Netherlands,0,0,1990 FIFA Men's World Cup,Cagliari,Italy,True,group stage,0,0,0,M-1990-21
1990-06-17,Republic of Ireland,Egypt,0,0,1990 FIFA Men's World Cup,Palermo,Italy,True,group stage,0,0,0,M-1990-22
1990-06-17,Belgium,Uruguay,3,1,1990 FIFA Men's World Cup,Verona,Italy,True,group stage,0,0,0,M-1990-23
1990-06-17,South Korea,Spain,1,3,1990 FIFA Men's World Cup,Udine,Italy,True,group stage,0,0,0,M-1990-24
1990-06-18,Argentina,Romania,1,1,1990 FIFA Men's World Cup,Naples,Italy,True,group stage,0,0,0,M-1990-25
1990-06-18,Cameroon,Soviet Union,0,4,1990 FIFA Men's World Cup,Bari,Italy,True,group stage,0,0,0,M-1990-26
1990-06-19,West Germany,Colombia,1,1,1990 FIFA Men's World Cup,Milan,Italy,True,group stage,0,0,0,M-1990-27
1990-06-19,Yugoslavia,United Arab Emirates,4,1,1990 FIFA Men's World Cup,Bologna,Italy,True,group stage,0,0,0,M-1990-28
1990-06-19,Austria,United States,2,1,1990 FIFA Men's World Cup,Florence,Italy,True,group stage,0,0,0,M-1990-29
1990-06-19,Italy,Czechoslovakia,2,0,1990 FIFA Men's World Cup,Rome,Italy,True,group stage,0,0,0,M-1990-30
1990-06-20,Brazil,Scotland,1,0,1990 FIFA Men's World Cup,Turin,Italy,True,group stage,0,0,0,M-1990-31
1990-06-20,Sweden,Costa Rica,1,2,1990 FIFA Men's World Cup,Genoa,Italy,True,group stage,0,0,0,M-1990-32
1990-06-21,Belgium,Spain,1,2,1990 FIFA Men's World Cup,Verona,Italy,True,group stage,0,0,0,M-1990-33
1990-06-21,South Korea,Uruguay,0,1,1990 FIFA Men's World Cup,Udine,Italy,True,group stage,0,0,0,M-1990-34
1990-06-21,England,Egypt,1,0,1990 FIFA Men's World Cup,Cagliari,Italy,True,group stage,0,0,0,M-1990-35
1990-06-21,Republic of Ireland,Netherlands,1,1,1990 FIFA Men's World Cup,Palermo,Italy,True,group stage,0,0,0,M-1990-36
1990-06-23,Cameroon,Colombia,2,1,1990 FIFA Men's World Cup,Naples,Italy,True,round of 16,1,1,0,M-1990-37
1990-06-23,Czechoslovakia,Costa Rica,4,1,1990 FIFA Men's World Cup,Bari,Italy,True,round of 16,1,0,0,M-1990-38
1990-06-24,Brazil,Argentina,0,1,1990 FIFA Men's World Cup,Turin,Italy,True,round of 16,1,0,0,M-1990-39
1990-06-24,West Germany,Netherlands,2,1,1990 FIFA Men's World Cup,Milan,Italy,True,round of 16,1,0,0,M-1990-40
1990-06-25,Republic of Ireland,Romania,0,0,1990 FIFA Men's World Cup,Genoa,Italy,True,round of 16,1,1,1,M-1990-41
1990-06-25,Italy,Uruguay,2,0,1990 FIFA Men's World Cup,Rome,Italy,True,round of 16,1,0,0,M-1990-42
1990-06-26,Spain,Yugoslavia,1,2,1990 FIFA Men's World Cup,Verona,Italy,True,round of 16,1,1,0,M-1990-43
1990-06-26,England,Belgium,1,0,1990 FIFA Men's World Cup,Bologna,Italy,True,round of 16,1,1,0,M-1990-44
1990-06-30,Argentina,Yugoslavia,0,0,1990 FIFA Men's World Cup,Florence,Italy,True,quarter-finals,1,1,1,M-1990-45
1990-06-30,Republic of Ireland,Italy,0,1,1990 FIFA Men's World Cup,Rome,Italy,True,quarter-finals,1,0,0,M-1990-46
1990-07-01,Czechoslovakia,West Germany,0,1,1990 FIFA Men's World Cup,Milan,Italy,True,quarter-finals,1,0,0,M-1990-47
1990-07-01,Cameroon,England,2,3,1990 FIFA Men's World Cup,Naples,Italy,True,quarter-finals,1,1,0,M-1990-48
1990-07-03,Argentina,Italy,1,1,1990 FIFA Men's World Cup,Naples,Italy,True,semi-finals,1,1,1,M-1990-49
1990-07-04,West Germany,England,1,1,1990 FIFA Men's World Cup,Turin,Italy,True,semi-finals,1,1,1,M-1990-50
1990-07-07,Italy,England,2,1,1990 FIFA Men's World Cup,Bari,Italy,True,third-place match,1,0,0,M-1990-51
1990-07-08,West Germany,Argentina,1,0,1990 FIFA Men's World Cup,Rome,Italy,True,final,1,0,0,M-1990-52
1994-06-17,Germany,Bolivia,1,0,1994 FIFA Men's World Cup,Chicago,United States,True,group stage,0,0,0,M-1994-01
1994-06-17,Spain,South Korea,2,2,1994 FIFA Men's World Cup,Dallas,United States,True,group stage,0,0,0,M-1994-02
1994-06-18,United States,Switzerland,1,1,1994 FIFA Men's World Cup,Pontiac,United States,True,group stage,0,0,0,M-1994-03
1994-06-18,Italy,Republic of Ireland,0,1,1994 FIFA Men's World Cup,East Rutherford,United States,True,group stage,0,0,0,M-1994-04
1994-06-18,Colombia,Romania,1,3,1994 FIFA Men's World Cup,Pasadena,United States,True,group stage,0,0,0,M-1994-05
1994-06-19,Belgium,Morocco,1,0,1994 FIFA Men's World Cup,Orlando,United States,True,group stage,0,0,0,M-1994-06
1994-06-19,Norway,Mexico,1,0,1994 FIFA Men's World Cup,"Washington, D.C.",United States,True,group stage,0,0,0,M-1994-07
1994-06-19,Cameroon,Sweden,2,2,1994 FIFA Men's World Cup,Pasadena,United States,True,group stage,0,0,0,M-1994-08
1994-06-20,Brazil,Russia,2,0,1994 FIFA Men's World Cup,Stanford,United States,True,group stage,0,0,0,M-1994-09
1994-06-20,Netherlands,Saudi Arabia,2,1,1994 FIFA Men's World Cup,"Washington, D.C.",United States,True,group stage,0,0,0,M-1994-10
1994-06-21,Argentina,Greece,4,0,1994 FIFA Men's World Cup,Foxborough,United States,True,group stage,0,0,0,M-1994-11
1994-06-21,Germany,Spain,1,1,1994 FIFA Men's World Cup,Chicago,United States,True,group stage,0,0,0,M-1994-12
1994-06-21,Nigeria,Bulgaria,3,0,1994 FIFA Men's World Cup,Dallas,United States,True,group stage,0,0,0,M-1994-13
1994-06-22,Romania,Switzerland,1,4,1994 FIFA Men's World Cup,Pontiac,United States,True,group stage,0,0,0,M-1994-14
1994-06-22,United States,Colombia,2,1,1994 FIFA Men's World Cup,Pasadena,United States,True,group stage,0,0,0,M-1994-15
1994-06-23,Italy,Norway,1,0,1994 FIFA Men's World Cup,East Rutherford,United States,True,group stage,0,0,0,M-1994-16
1994-06-23,South Korea,Bolivia,0,0,1994 FIFA Men's World Cup,Foxborough,United States,True,group stage,0,0,0,M-1994-17
1994-06-24,Mexico,Republic of Ireland,2,1,1994 FIFA Men's World Cup,Orlando,United States,True,group stage,0,0,0,M-1994-18
1994-06-24,Brazil,Cameroon,3,0,1994 FIFA Men's World Cup,Stanford,United States,True,group stage,0,0,0,M-1994-19
1994-06-24,Sweden,Russia,3,1,1994 FIFA Men's World Cup,Pontiac,United States,True,group stage,0,0,0,M-1994-20
1994-06-25,Belgium,Netherlands,1,0,1994 FIFA Men's World Cup,Orlando,United States,True,group stage,0,0,0,M-1994-21
1994-06-25,Saudi Arabia,Morocco,2,1,1994 FIFA Men's World Cup,East Rutherford,United States,True,group stage,0,0,0,M-1994-22
1994-06-25,Argentina,Nigeria,2,1,1994 FIFA Men's World Cup,Foxborough,United States,True,group stage,0,0,0,M-1994-23
1994-06-26,Bulgaria,Greece,4,0,1994 FIFA Men's World Cup,Chicago,United States,True,group stage,0,0,0,M-1994-24
1994-06-26,Switzerland,Colombia,0,2,1994 FIFA Men's World Cup,Stanford,United States,True,group stage,0,0,0,M-1994-25
1994-06-26,United States,Romania,0,1,1994 FIFA Men's World Cup,Pasadena,United States,True,group stage,0,0,0,M-1994-26
1994-06-27,Bolivia,Spain,1,3,1994 FIFA Men's World Cup,Chicago,United States,True,group stage,0,0,0,M-1994-27
1994-06-27,Germany,South Korea,3,2,1994 FIFA Men's World Cup,Dallas,United States,True,group stage,0,0,0,M-1994-28
1994-06-28,Italy,Mexico,1,1,1994 FIFA Men's World Cup,"Washington, D.C.",United States,True,group stage,0,0,0,M-1994-29
1994-06-28,Republic of Ireland,Norway,0,0,1994 FIFA Men's World Cup,East Rutherford,United States,True,group stage,0,0,0,M-1994-30
1994-06-28,Russia,Cameroon,6,1,1994 FIFA Men's World Cup,Stanford,United States,True,group stage,0,0,0,M-1994-31
1994-06-28,Brazil,Sweden,1,1,1994 FIFA Men's World Cup,Pontiac,United States,True,group stage,0,0,0,M-1994-32
1994-06-29,Belgium,Saudi Arabia,0,1,1994 FIFA Men's World Cup,"Washington, D.C.",United States,True,group stage,0,0,0,M-1994-33
1994-06-29,Morocco,Netherlands,1,2,1994 FIFA Men's World Cup,Orlando,United States,True,group stage,0,0,0,M-1994-34
1994-06-30,Argentina,Bulgaria,0,2,1994 FIFA Men's World Cup,Dallas,United States,True,group stage,0,0,0,M-1994-35
1994-06-30,Greece,Nigeria,0,2,1994 FIFA Men's World Cup,Foxborough,United States,True,group stage,0,0,0,M-1994-36
1994-07-02,Germany,Belgium,3,2,1994 FIFA Men's World Cup,Chicago,United States,True,round of 16,1,0,0,M-1994-37
1994-07-02,Spain,Switzerland,3,0,1994 FIFA Men's World Cup,"Washington, D.C.",United States,True,round of 16,1,0,0,M-1994-38
1994-07-03,Saudi Arabia,Sweden,1,3,1994 FIFA Men's World Cup,Dallas,United States,True,round of 16,1,0,0,M-1994-39
1994-07-03,Romania,Argentina,3,2,1994 FIFA Men's World Cup,Pasadena,United States,True,round of 16,1,0,0,M-1994-40
1994-07-04,Netherlands,Republic of Ireland,2,0,1994 FIFA Men's World Cup,Orlando,United States,True,round of 16,1,0,0,M-1994-41
1994-07-04,Brazil,United States,1,0,1994 FIFA Men's World Cup,Stanford,United States,True,round of 16,1,0,0,M-1994-42
1994-07-05,Nigeria,Italy,1,2,1994 FIFA Men's World Cup,Foxborough,United States,True,round of 16,1,1,0,M-1994-43
1994-07-05,Mexico,Bulgaria,1,1,1994 FIFA Men's World Cup,East Rutherford,United States,True,round of 16,1,1,1,M-1994-44
1994-07-09,Italy,Spain,2,1,1994 FIFA Men's World Cup,Foxborough,United States,True,quarter-finals,1,0,0,M-1994-45
1994-07-09,Netherlands,Brazil,2,3,1994 FIFA Men's World Cup,Dallas,United States,True,quarter-finals,1,0,0,M-1994-46
1994-07-10,Bulgaria,Germany,2,1,1994 FIFA Men's World Cup,East Rutherford,United States,True,quarter-finals,1,0,0,M-1994-47
1994-07-10,Romania,Sweden,2,2,1994 FIFA Men's World Cup,Stanford,United States,True,quarter-finals,1,1,1,M-1994-48
1994-07-13,Bulgaria,Italy,1,2,1994 FIFA Men's World Cup,East Rutherford,United States,True,semi-finals,1,0,0,M-1994-49
1994-07-13,Sweden,Brazil,0,1,1994 FIFA Men's World Cup,Pasadena,United States,True,semi-finals,1,0,0,M-1994-50
1994-07-16,Sweden,Bulgaria,4,0,1994 FIFA Men's World Cup,Pasadena,United States,True,third-place match,1,0,0,M-1994-51
1994-07-17,Brazil,Italy,0,0,1994 FIFA Men's World Cup,Pasadena,United States,True,final,1,1,1,M-1994-52
1998-06-10,Brazil,Scotland,2,1,1998 FIFA Men's World Cup,Saint-Denis,France,True,group stage,0,0,0,M-1998-01
1998-06-10,Morocco,Norway,2,2,1998 FIFA Men's World Cup,Montpellier,France,True,group stage,0,0,0,M-1998-02
1998-06-11,Italy,Chile,2,2,1998 FIFA Men's World Cup,Bordeaux,France,True,group stage,0,0,0,M-1998-03
1998-06-11,Cameroon,Austria,1,1,1998 FIFA Men's World Cup,Toulouse,France,True,group stage,0,0,0,M-1998-04
1998-06-12,Paraguay,Bulgaria,0,0,1998 FIFA Men's World Cup,Montpellier,France,True,group stage,0,0,0,M-1998-05
1998-06-12,Saudi Arabia,Denmark,0,1,1998 FIFA Men's World Cup,Lens,France,True,group stage,0,0,0,M-1998-06
1998-06-12,France,South Africa,3,0,1998 FIFA Men's World Cup,Marseille,France,True,group stage,0,0,0,M-1998-07
1998-06-13,Spain,Nigeria,2,3,1998 FIFA Men's World Cup,Nantes,France,True,group stage,0,0,0,M-1998-08
1998-06-13,South Korea,Mexico,1,3,1998 FIFA Men's World Cup,Lyon,France,True,group stage,0,0,0,M-1998-09
1998-06-13,Netherlands,Belgium,0,0,1998 FIFA Men's World Cup,Saint-Denis,France,True,group stage,0,0,0,M-1998-10
1998-06-14,Argentina,Japan,1,0,1998 FIFA Men's World Cup,Toulouse,France,True,group stage,0,0,0,M-1998-11
1998-06-14,Yugoslavia,Iran,1,0,1998 FIFA Men's World Cup,Saint-Étienne,France,True,group stage,0,0,0,M-1998-12
1998-06-14,Jamaica,Croatia,1,3,1998 FIFA Men's World Cup,Lens,France,True,group stage,0,0,0,M-1998-13
1998-06-15,England,Tunisia,2,0,1998 FIFA Men's World Cup,Marseille,France,True,group stage,0,0,0,M-1998-14
1998-06-15,Romania,Colombia,1,0,1998 FIFA Men's World Cup,Lyon,France,True,group stage,0,0,0,M-1998-15
1998-06-15,Germany,United States,2,0,1998 FIFA Men's World Cup,Paris,France,True,group stage,0,0,0,M-1998-16
1998-06-16,Scotland,Norway,1,1,1998 FIFA Men's World Cup,Bordeaux,France,True,group stage,0,0,0,M-1998-17
1998-06-16,Brazil,Morocco,3,0,1998 FIFA Men's World Cup,Nantes,France,True,group stage,0,0,0,M-1998-18
1998-06-17,Chile,Austria,1,1,1998 FIFA Men's World Cup,Saint-Étienne,France,True,group stage,0,0,0,M-1998-19
1998-06-17,Italy,Cameroon,3,0,1998 FIFA Men's World Cup,Montpellier,France,True,group stage,0,0,0,M-1998-20
1998-06-18,South Africa,Denmark,1,1,1998 FIFA Men's World Cup,Toulouse,France,True,group stage,0,0,0,M-1998-21
1998-06-18,France,Saudi Arabia,4,0,1998 FIFA Men's World Cup,Saint-Denis,France,True,group stage,0,0,0,M-1998-22
1998-06-19,Nigeria,Bulgaria,1,0,1998 FIFA Men's World Cup,Paris,France,True,group stage,0,0,0,M-1998-23
1998-06-19,Spain,Paraguay,0,0,1998 FIFA Men's World Cup,Saint-Étienne,France,True,group stage,0,0,0,M-1998-24
1998-06-20,Japan,Croatia,0,1,1998 FIFA Men's World Cup,Nantes,France,True,group stage,0,0,0,M-1998-25
1998-06-20,Belgium,Mexico,2,2,1998 FIFA Men's World Cup,Bordeaux,France,True,group stage,0,0,0,M-1998-26
1998-06-20,Netherlands,South Korea,5,0,1998 FIFA Men's World Cup,Marseille,France,True,group stage,0,0,0,M-1998-27
1998-06-21,Germany,Yugoslavia,2,2,1998 FIFA Men's World Cup,Lens,France,True,group stage,0,0,0,M-1998-28
1998-06-21,Argentina,Jamaica,5,0,1998 FIFA Men's World Cup,Paris,France,True,group stage,0,0,0,M-1998-29
1998-06-21,United States,Iran,1,2,1998 FIFA Men's World Cup,Lyon,France,True,group stage,0,0,0,M-1998-30
1998-06-22,Colombia,Tunisia,1,0,1998 FIFA Men's World Cup,Montpellier,France,True,group stage,0,0,0,M-1998-31
1998-06-22,Romania,England,2,1,1998 FIFA Men's World Cup,Toulouse,France,True,group stage,0,0,0,M-1998-32
1998-06-23,Chile,Cameroon,1,1,1998 FIFA Men's World Cup,Nantes,France,True,group stage,0,0,0,M-1998-33
1998-06-23,Italy,Austria,2,1,1998 FIFA Men's World Cup,Saint-Denis,France,True,group stage,0,0,0,M-1998-34
1998-06-23,Brazil,Norway,1,2,1998 FIFA Men's World Cup,Marseille,France,True,group stage,0,0,0,M-1998-35
1998-06-23,Scotland,Morocco,0,3,1998 FIFA Men's World Cup,Saint-Étienne,France,True,group stage,0,0,0,M-1998-36
1998-06-24,France,Denmark,2,1,1998 FIFA Men's World Cup,Lyon,France,True,group stage,0,0,0,M-1998-37
1998-06-24,South Africa,Saudi Arabia,2,2,1998 FIFA Men's World Cup,Bordeaux,France,True,group stage,0,0,0,M-1998-38
1998-06-24,Nigeria,Paraguay,1,3,1998 FIFA Men's World Cup,Toulouse,France,True,group stage,0,0,0,M-1998-39
1998-06-24,Spain,Bulgaria,6,1,1998 FIFA Men's World Cup,Lens,France,True,group stage,0,0,0,M-1998-40
1998-06-25,Belgium,South Korea,1,1,1998 FIFA Men's World Cup,Paris,France,True,group stage,0,0,0,M-1998-41
1998-06-25,Netherlands,Mexico,2,2,1998 FIFA Men's World Cup,Saint-Étienne,France,True,group stage,0,0,0,M-1998-42
1998-06-25,Germany,Iran,2,0,1998 FIFA Men's World Cup,Montpellier,France,True,group stage,0,0,0,M-1998-43
1998-06-25,United States,Yugoslavia,0,1,1998 FIFA Men's World Cup,Nantes,France,True,group stage,0,0,0,M-1998-44
1998-06-26,Argentina,Croatia,1,0,1998 FIFA Men's World Cup,Bordeaux,France,True,group stage,0,0,0,M-1998-45
1998-06-26,Japan,Jamaica,1,2,1998 FIFA Men's World Cup,Lyon,France,True,group stage,0,0,0,M-1998-46
1998-06-26,Colombia,England,0,2,1998 FIFA Men's World Cup,Lens,France,True,group stage,0,0,0,M-1998-47
1998-06-26,Romania,Tunisia,1,1,1998 FIFA Men's World Cup,Saint-Denis,France,True,group stage,0,0,0,M-1998-48
1998-06-27,Italy,Norway,1,0,1998 FIFA Men's World Cup,Marseille,France,True,round of 16,1,0,0,M-1998-49
1998-06-27,Brazil,Chile,4,1,1998 FIFA Men's World Cup,Paris,France,True,round of 16,1,0,0,M-1998-50
1998-06-28,France,Paraguay,1,0,1998 FIFA Men's World Cup,Lens,France,True,round of 16,1,1,0,M-1998-51
1998-06-28,Nigeria,Denmark,1,4,1998 FIFA Men's World Cup,Saint-Denis,France,True,round of 16,1,0,0,M-1998-52
1998-06-29,Germany,Mexico,2,1,1998 FIFA Men's World Cup,Montpellier,France,True,round of 16,1,0,0,M-1998-53
1998-06-29,Netherlands,Yugoslavia,2,1,1998 FIFA Men's World Cup,Toulouse,France,True,round of 16,1,0,0,M-1998-54
1998-06-30,Romania,Croatia,0,1,1998 FIFA Men's World Cup,Bordeaux,France,True,round of 16,1,0,0,M-1998-55
1998-06-30,Argentina,England,2,2,1998 FIFA Men's World Cup,Saint-Étienne,France,True,round of 16,1,1,1,M-1998-56
1998-07-03,Italy,France,0,0,1998 FIFA Men's World Cup,Saint-Denis,France,True,quarter-finals,1,1,1,M-1998-57
1998-07-03,Brazil,Denmark,3,2,1998 FIFA Men's World Cup,Nantes,France,True,quarter-finals,1,0,0,M-1998-58
1998-07-04,Netherlands,Argentina,2,1,1998 FIFA Men's World Cup,Marseille,France,True,quarter-finals,1,0,0,M-1998-59
1998-07-04,Germany,Croatia,0,3,1998 FIFA Men's World Cup,Lyon,France,True,quarter-finals,1,0,0,M-1998-60
1998-07-07,Brazil,Netherlands,1,1,1998 FIFA Men's World Cup,Marseille,France,True,semi-finals,1,1,1,M-1998-61
1998-07-08,France,Croatia,2,1,1998 FIFA Men's World Cup,Saint-Denis,France,True,semi-finals,1,0,0,M-1998-62
1998-07-11,Netherlands,Croatia,1,2,1998 FIFA Men's World Cup,Paris,France,True,third-place match,1,0,0,M-1998-63
1998-07-12,Brazil,France,0,3,1998 FIFA Men's World Cup,Saint-Denis,France,True,final,1,0,0,M-1998-64
2002-05-31,France,Senegal,0,1,2002 FIFA Men's World Cup,Seoul,South Korea,True,group stage,0,0,0,M-2002-01
2002-06-01,Republic of Ireland,Cameroon,1,1,2002 FIFA Men's World Cup,Niigata,Japan,True,group stage,0,0,0,M-2002-02
2002-06-01,Uruguay,Denmark,1,2,2002 FIFA Men's World Cup,Ulsan,South Korea,True,group stage,0,0,0,M-2002-03
2002-06-01,Germany,Saudi Arabia,8,0,2002 FIFA Men's World Cup,Sapporo,Japan,True,group stage,0,0,0,M-2002-04
2002-06-02,Argentina,Nigeria,1,0,2002 FIFA Men's World Cup,Ibaraki,Japan,True,group stage,0,0,0,M-2002-05
2002-06-02,Paraguay,South Africa,2,2,2002 FIFA Men's World Cup,Busan,South Korea,True,group stage,0,0,0,M-2002-06
2002-06-02,England,Sweden,1,1,2002 FIFA Men's World Cup,Saitama,Japan,True,group stage,0,0,0,M-2002-07
2002-06-02,Spain,Slovenia,3,1,2002 FIFA Men's World Cup,Gwangju,South Korea,True,group stage,0,0,0,M-2002-08
2002-06-03,Croatia,Mexico,0,1,2002 FIFA Men's World Cup,Niigata,Japan,True,group stage,0,0,0,M-2002-09
2002-06-03,Brazil,Turkey,2,1,2002 FIFA Men's World Cup,Ulsan,South Korea,True,group stage,0,0,0,M-2002-10
2002-06-03,Italy,Ecuador,2,0,2002 FIFA Men's World Cup,Sapporo,Japan,True,group stage,0,0,0,M-2002-11
2002-06-04,China,Costa Rica,0,2,2002 FIFA Men's World Cup,Gwangju,South Korea,True,group stage,0,0,0,M-2002-12
2002-06-04,Japan,Belgium,2,2,2002 FIFA Men's World Cup,Saitama,Japan,True,group stage,0,0,0,M-2002-13
2002-06-04,South Korea,Poland,2,0,2002 FIFA Men's World Cup,Busan,South Korea,True,group stage,0,0,0,M-2002-14
2002-06-05,Russia,Tunisia,2,0,2002 FIFA Men's World Cup,Kobe,Japan,True,group stage,0,0,0,M-2002-15
2002-06-05,United States,Portugal,3,2,2002 FIFA Men's World Cup,Suwon,South Korea,True,group stage,0,0,0,M-2002-16
2002-06-05,Germany,Republic of Ireland,1,1,2002 FIFA Men's World Cup,Ibaraki,Japan,True,group stage,0,0,0,M-2002-17
2002-06-06,Denmark,Senegal,1,1,2002 FIFA Men's World Cup,Daegu,South Korea,True,group stage,0,0,0,M-2002-18
2002-06-06,Cameroon,Saudi Arabia,1,0,2002 FIFA Men's World Cup,Saitama,Japan,True,group stage,0,0,0,M-2002-19
2002-06-06,France,Uruguay,0,0,2002 FIFA Men's World Cup,Busan,South Korea,True,group stage,0,0,0,M-2002-20
2002-06-07,Sweden,Nigeria,2,1,2002 FIFA Men's World Cup,Kobe,Japan,True,group stage,0,0,0,M-2002-21
2002-06-07,Spain,Paraguay,3,1,2002 FIFA Men's World Cup,Jeonju,South Korea,True,group stage,0,0,0,M-2002-22
2002-06-07,Argentina,England,0,1,2002 FIFA Men's World Cup,Sapporo,Japan,True,group stage,0,0,0,M-2002-23
2002-06-08,South Africa,Slovenia,1,0,2002 FIFA Men's World Cup,Daegu,South Korea,True,group stage,0,0,0,M-2002-24
2002-06-08,Italy,Croatia,1,2,2002 FIFA Men's World Cup,Ibaraki,Japan,True,group stage,0,0,0,M-2002-25
2002-06-08,Brazil,China,4,0,2002 FIFA Men's World Cup,Seogwipo,South Korea,True,group stage,0,0,0,M-2002-26
2002-06-09,Mexico,Ecuador,2,1,2002 FIFA Men's World Cup,Miyagi,Japan,True,group stage,0,0,0,M-2002-27
2002-06-09,Costa Rica,Turkey,1,1,2002 FIFA Men's World Cup,Incheon,South Korea,True,group stage,0,0,0,M-2002-28
2002-06-09,Japan,Russia,1,0,2002 FIFA Men's World Cup,Yokohama,Japan,True,group stage,0,0,0,M-2002-29
2002-06-10,South Korea,United States,1,1,2002 FIFA Men's World Cup,Daegu,South Korea,True,group stage,0,0,0,M-2002-30
2002-06-10,Tunisia,Belgium,1,1,2002 FIFA Men's World Cup,Ōita,Japan,True,group stage,0,0,0,M-2002-31
2002-06-10,Portugal,Poland,4,0,2002 FIFA Men's World Cup,Jeonju,South Korea,True,group stage,0,0,0,M-2002-32
2002-06-11,Denmark,France,2,0,2002 FIFA Men's World Cup,Incheon,South Korea,True,group stage,0,0,0,M-2002-33
2002-06-11,Senegal,Uruguay,3,3,2002 FIFA Men's World Cup,Suwon,South Korea,True,group stage,0,0,0,M-2002-34
2002-06-11,Cameroon,Germany,0,2,2002 FIFA Men's World Cup,Shizuoka,Japan,True,group stage,0,0,0,M-2002-35
2002-06-11,Saudi Arabia,Republic of Ireland,0,3,2002 FIFA Men's World Cup,Yokohama,Japan,True,group stage,0,0,0,M-2002-36
2002-06-12,Nigeria,England,0,0,2002 FIFA Men's World Cup,Osaka,Japan,True,group stage,0,0,0,M-2002-37
2002-06-12,Sweden,Argentina,1,1,2002 FIFA Men's World Cup,Miyagi,Japan,True,group stage,0,0,0,M-2002-38
2002-06-12,Slovenia,Paraguay,1,3,2002 FIFA Men's World Cup,Seogwipo,South Korea,True,group stage,0,0,0,M-2002-39
2002-06-12,South Africa,Spain,2,3,2002 FIFA Men's World Cup,Daejeon,South Korea,True,group stage,0,0,0,M-2002-40
2002-06-13,Costa Rica,Brazil,2,5,2002 FIFA Men's World Cup,Suwon,South Korea,True,group stage,0,0,0,M-2002-41
2002-06-13,Turkey,China,3,0,2002 FIFA Men's World Cup,Seoul,South Korea,True,group stage,0,0,0,M-2002-42
2002-06-13,Ecuador,Croatia,1,0,2002 FIFA Men's World Cup,Yokohama,Japan,True,group stage,0,0,0,M-2002-43
2002-06-13,Mexico,Italy,1,1,2002 FIFA Men's World Cup,Ōita,Japan,True,group stage,0,0,0,M-2002-44
2002-06-14,Belgium,Russia,3,2,2002 FIFA Men's World Cup,Shizuoka,Japan,True,group stage,0,0,0,M-2002-45
2002-06-14,Tunisia,Japan,0,2,2002 FIFA Men's World Cup,Osaka,Japan,True,group stage,0,0,0,M-2002-46
2002-06-14,Poland,United States,3,1,2002 FIFA Men's World Cup,Daejeon,South Korea,True,group stage,0,0,0,M-2002-47
2002-06-14,Portugal,South Korea,0,1,2002 FIFA Men's World Cup,Incheon,South Korea,True,group stage,0,0,0,M-2002-48
2002-06-15,Germany,Paraguay,1,0,2002 FIFA Men's World Cup,Seogwipo,South Korea,True,round of 16,1,0,0,M-2002-49
2002-06-15,Denmark,England,0,3,2002 FIFA Men's World Cup,Niigata,Japan,True,round of 16,1,0,0,M-2002-50
2002-06-16,Sweden,Senegal,1,2,2002 FIFA Men's World Cup,Ōita,Japan,True,round of 16,1,1,0,M-2002-51
2002-06-16,Spain,Republic of Ireland,1,1,2002 FIFA Men's World Cup,Suwon,South Korea,True,round of 16,1,1,1,M-2002-52
2002-06-17,Mexico,United States,0,2,2002 FIFA Men's World Cup,Jeonju,South Korea,True,round of 16,1,0,0,M-2002-53
2002-06-17,Brazil,Belgium,2,0,2002 FIFA Men's World Cup,Kobe,Japan,True,round of 16,1,0,0,M-2002-54
2002-06-18,Japan,Turkey,0,1,2002 FIFA Men's World Cup,Miyagi,Japan,True,round of 16,1,0,0,M-2002-55
2002-06-18,South Korea,Italy,2,1,2002 FIFA Men's World Cup,Daejeon,South Korea,True,round of 16,1,1,0,M-2002-56
2002-06-21,England,Brazil,1,2,2002 FIFA Men's World Cup,Shizuoka,Japan,True,quarter-finals,1,0,0,M-2002-57
2002-06-21,Germany,United States,1,0,2002 FIFA Men's World Cup,Ulsan,South Korea,True,quarter-finals,1,0,0,M-2002-58
