date,home_team,away_team,team,player,minute
2006-06-13,South Korea,Togo,Togo,Assimiou Touré,55
2006-06-13,South Korea,Togo,Togo,Richmond Forson,62
2006-06-13,South Korea,Togo,South Korea,Nam-il Kim,68
2006-06-13,South Korea,Togo,South Korea,Sang-sik Kim,83
2006-06-13,South Korea,Togo,Togo,Yao Aziawonou,86
2006-06-13,France,Switzerland,Switzerland,Daniel Gygax,57
2006-06-13,France,Switzerland,France,Louis Saha,70
2006-06-13,France,Switzerland,Switzerland,Johan Djourou,75
2006-06-13,France,Switzerland,Switzerland,Xavier Margairaz,82
2006-06-13,France,Switzerland,France,Vikash Dhorasoo,84
2006-06-13,Brazil,Croatia,Croatia,Jerko Leko,41
2006-06-13,Brazil,Croatia,Croatia,Ivica Olić,56
2006-06-13,Brazil,Croatia,Brazil,not applicable Robinho,70
2006-06-14,Spain,Ukraine,Ukraine,Oleh Shelayev,46
2006-06-14,Spain,Ukraine,Ukraine,Andriy Vorobey,46
2006-06-14,Spain,Ukraine,Spain,David Albelda,55
2006-06-14,Spain,Ukraine,Spain,not applicable Raúl,55
2006-06-14,Spain,Ukraine,Ukraine,Serhii Rebrov,63
2006-06-14,Spain,Ukraine,Spain,Cesc Fàbregas,77
2006-06-14,Tunisia,Saudi Arabia,Tunisia,Mehdi Nafti,55
2006-06-14,Tunisia,Saudi Arabia,Saudi Arabia,Malek Mouath,67
2006-06-14,Tunisia,Saudi Arabia,Tunisia,Kaies Ghodhbane,69
2006-06-14,Tunisia,Saudi Arabia,Saudi Arabia,Mohammed Ameen,74
2006-06-14,Tunisia,Saudi Arabia,Tunisia,Karim Essediri,82
2006-06-14,Tunisia,Saudi Arabia,Saudi Arabia,Sami Al-Jaber,82
2006-06-14,Germany,Poland,Germany,David Odonkor,64
2006-06-14,Germany,Poland,Germany,Oliver Neuville,71
2006-06-14,Germany,Poland,Germany,Tim Borowski,77
2006-06-14,Germany,Poland,Poland,Mariusz Lewandowski,77
2006-06-14,Germany,Poland,Poland,Dariusz Dudka,83
2006-06-14,Germany,Poland,Poland,Paweł Brożek,91
2006-06-15,Ecuador,Costa Rica,Costa Rica,Álvaro Saborío,29
2006-06-15,Ecuador,Costa Rica,Ecuador,Iván Kaviedes,46
2006-06-15,Ecuador,Costa Rica,Costa Rica,Carlos Hernández,56
2006-06-15,Ecuador,Costa Rica,Ecuador,Jorge Guagua,69
2006-06-15,Ecuador,Costa Rica,Ecuador,Patricio Urrutia,73
2006-06-15,Ecuador,Costa Rica,Costa Rica,Kurt Bernard,84
2006-06-15,England,Trinidad and Tobago,England,Wayne Rooney,58
2006-06-15,England,Trinidad and Tobago,England,Aaron Lennon,58
2006-06-15,England,Trinidad and Tobago,Trinidad and Tobago,Cornell Glen,70
2006-06-15,England,Trinidad and Tobago,England,Stewart Downing,74
2006-06-15,England,Trinidad and Tobago,Trinidad and Tobago,Evans Wise,85
2006-06-15,Sweden,Paraguay,Sweden,Marcus Allbäck,46
2006-06-15,Sweden,Paraguay,Paraguay,Julio dos Santos,62
2006-06-15,Sweden,Paraguay,Paraguay,Dante López,63
2006-06-15,Sweden,Paraguay,Sweden,Mattias Jonson,68
2006-06-15,Sweden,Paraguay,Paraguay,Édgar Barreto,81
2006-06-15,Sweden,Paraguay,Sweden,Johan Elmander,86
2006-06-16,Argentina,Serbia and Montenegro,Argentina,Esteban Cambiasso,17
2006-06-16,Argentina,Serbia and Montenegro,Serbia and Montenegro,Ivan Ergić,46
2006-06-16,Argentina,Serbia and Montenegro,Serbia and Montenegro,Danijel Ljuboja,50
2006-06-16,Argentina,Serbia and Montenegro,Argentina,Carlos Tevez,59
2006-06-16,Argentina,Serbia and Montenegro,Serbia and Montenegro,Zvonimir Vukić,70
2006-06-16,Argentina,Serbia and Montenegro,Argentina,Lionel Messi,75
2006-06-16,Netherlands,Ivory Coast,Netherlands,Khalid Boulahrouz,46
2006-06-16,Netherlands,Ivory Coast,Netherlands,Rafael van der Vaart,50
2006-06-16,Netherlands,Ivory Coast,Ivory Coast,Gilles Yapi Yapo,62
2006-06-16,Netherlands,Ivory Coast,Ivory Coast,Aruna Dindane,62
2006-06-16,Netherlands,Ivory Coast,Netherlands,Denny Landzaat,73
2006-06-16,Netherlands,Ivory Coast,Ivory Coast,Kanga Akalé,73
2006-06-16,Mexico,Angola,Mexico,Jesús Arellano,52
2006-06-16,Mexico,Angola,Angola,not applicable Mantorras,68
2006-06-16,Mexico,Angola,Angola,Rui Marques,73
2006-06-16,Mexico,Angola,Mexico,Francisco Fonseca,74
2006-06-16,Mexico,Angola,Mexico,Ramón Morales,78
2006-06-16,Mexico,Angola,Angola,not applicable Miloy,83
2006-06-17,Portugal,Iran,Iran,Ferydoon Zandi,65
2006-06-17,Portugal,Iran,Portugal,not applicable Petit,66
2006-06-17,Portugal,Iran,Iran,Rasoul Khatibi,66
2006-06-17,Portugal,Iran,Portugal,not applicable Tiago,80
2006-06-17,Portugal,Iran,Portugal,not applicable Simão,88
2006-06-17,Portugal,Iran,Iran,Sohrab Bakhtiarizadeh,88
2006-06-17,Czech Republic,Ghana,Czech Republic,Jan Polák,46
2006-06-17,Czech Republic,Ghana,Ghana,Derek Boateng,46
2006-06-17,Czech Republic,Ghana,Czech Republic,Jiří Štajner,56
2006-06-17,Czech Republic,Ghana,Czech Republic,Libor Sionko,68
2006-06-17,Czech Republic,Ghana,Ghana,Eric Addo,80
2006-06-17,Czech Republic,Ghana,Ghana,Razak Pimpong,85
2006-06-17,Italy,United States,Italy,Gennaro Gattuso,35
2006-06-17,Italy,United States,United States,Jimmy Conrad,52
2006-06-17,Italy,United States,Italy,Alessandro Del Piero,54
2006-06-17,Italy,United States,Italy,Vincenzo Iaquinta,61
2006-06-17,Italy,United States,United States,DaMarcus Beasley,62
2006-06-18,Japan,Croatia,Japan,Junichi Inamoto,46
2006-06-18,Japan,Croatia,Japan,Keiji Tamada,61
2006-06-18,Japan,Croatia,Croatia,Ivica Olić,70
2006-06-18,Japan,Croatia,Croatia,Luka Modrić,78
2006-06-18,Japan,Croatia,Japan,Masashi Oguro,85
2006-06-18,Japan,Croatia,Croatia,Ivan Bošnjak,87
2006-06-18,Brazil,Australia,Australia,Mark Bresciano,41
2006-06-18,Brazil,Australia,Australia,Harry Kewell,56
2006-06-18,Brazil,Australia,Australia,John Aloisi,69
2006-06-18,Brazil,Australia,Brazil,Gilberto Silva,72
2006-06-18,Brazil,Australia,Brazil,not applicable Robinho,72
2006-06-18,Brazil,Australia,Brazil,not applicable Fred,88
2006-06-18,France,South Korea,South Korea,Ki-hyeon Seol,46
2006-06-18,France,South Korea,France,Franck Ribéry,60
2006-06-18,France,South Korea,South Korea,Sang-sik Kim,69
2006-06-18,France,South Korea,South Korea,Jung-hwan Ahn,72
2006-06-18,France,South Korea,France,Vikash Dhorasoo,88
2006-06-18,France,South Korea,France,David Trezeguet,91
2006-06-19,Togo,Switzerland,Togo,Moustapha Salifou,25
2006-06-19,Togo,Switzerland,Switzerland,Hakan Yakin,46
2006-06-19,Togo,Switzerland,Togo,Yao Junior Sènaya,69
2006-06-19,Togo,Switzerland,Switzerland,Marco Streller,77
2006-06-19,Togo,Switzerland,Togo,Robert Malm,87
2006-06-19,Togo,Switzerland,Switzerland,Mauro Lustrinelli,87
2006-06-19,Saudi Arabia,Ukraine,Saudi Arabia,Malek Mouath,55
2006-06-19,Saudi Arabia,Ukraine,Saudi Arabia,Abdulaziz Al-Khathran,55
2006-06-19,Saudi Arabia,Ukraine,Ukraine,Ruslan Rotan,71
2006-06-19,Saudi Arabia,Ukraine,Saudi Arabia,Sami Al-Jaber,77
2006-06-19,Saudi Arabia,Ukraine,Ukraine,Andriy Husin,79
2006-06-19,Saudi Arabia,Ukraine,Ukraine,Artem Milevskyi,86
2006-06-19,Spain,Tunisia,Spain,not applicable Raúl,46
2006-06-19,Spain,Tunisia,Spain,Cesc Fàbregas,46
2006-06-19,Spain,Tunisia,Spain,not applicable Joaquín,57
2006-06-19,Spain,Tunisia,Tunisia,Alaeddine Yahia,57
2006-06-19,Spain,Tunisia,Tunisia,Kaies Ghodhbane,57
2006-06-19,Spain,Tunisia,Tunisia,Haykel Guemamdia,80
2006-06-20,Costa Rica,Poland,Poland,Paweł Brożek,46
2006-06-20,Costa Rica,Poland,Poland,Mariusz Lewandowski,64
2006-06-20,Costa Rica,Poland,Costa Rica,Harold Wallace,70
2006-06-20,Costa Rica,Poland,Costa Rica,Álvaro Saborío,78
2006-06-20,Costa Rica,Poland,Costa Rica,Carlos Hernández,82
2006-06-20,Costa Rica,Poland,Poland,Grzegorz Rasiak,85
2006-06-20,Ecuador,Germany,Ecuador,Christian Benítez,46
2006-06-20,Ecuador,Germany,Ecuador,Christian Lara,63
2006-06-20,Ecuador,Germany,Germany,Oliver Neuville,66
2006-06-20,Ecuador,Germany,Germany,Tim Borowski,66
2006-06-20,Ecuador,Germany,Ecuador,Patricio Urrutia,68
2006-06-20,Ecuador,Germany,Germany,Gerald Asamoah,73
2006-06-20,Paraguay,Trinidad and Tobago,Trinidad and Tobago,Kenwyne Jones,31
2006-06-20,Paraguay,Trinidad and Tobago,Trinidad and Tobago,Evans Wise,41
2006-06-20,Paraguay,Trinidad and Tobago,Paraguay,Nelson Cuevas,66
2006-06-20,Paraguay,Trinidad and Tobago,Trinidad and Tobago,Russell Latapy,67
2006-06-20,Paraguay,Trinidad and Tobago,Paraguay,Julio César Manzur,77
2006-06-20,Paraguay,Trinidad and Tobago,Paraguay,Paulo da Silva,89
2006-06-20,Sweden,England,England,Peter Crouch,4
2006-06-20,Sweden,England,Sweden,Christian Wilhelmsson,54
2006-06-20,Sweden,England,England,Sol Campbell,56
2006-06-20,Sweden,England,England,Steven Gerrard,69
2006-06-20,Sweden,England,Sweden,Johan Elmander,75
2006-06-20,Sweden,England,Sweden,Daniel Andersson,91
2006-06-21,Iran,Angola,Iran,Masoud Shojaei,13
2006-06-21,Iran,Angola,Angola,not applicable Love,23
2006-06-21,Iran,Angola,Iran,Rasoul Khatibi,39
2006-06-21,Iran,Angola,Angola,not applicable Flávio,51
2006-06-21,Iran,Angola,Iran,Arash Borhani,67
2006-06-21,Iran,Angola,Angola,Rui Marques,73
2006-06-21,Portugal,Mexico,Mexico,not applicable Sinha,46
2006-06-21,Portugal,Mexico,Portugal,Paulo Ferreira,61
2006-06-21,Portugal,Mexico,Portugal,Nuno Gomes,69
2006-06-21,Portugal,Mexico,Mexico,José Antonio Castro,69
2006-06-21,Portugal,Mexico,Portugal,Luís Boa Morte,80
2006-06-21,Portugal,Mexico,Mexico,Guillermo Franco,80
2006-06-21,Ivory Coast,Serbia and Montenegro,Serbia and Montenegro,Albert Nađ,16
2006-06-21,Ivory Coast,Serbia and Montenegro,Ivory Coast,Bakari Koné,60
2006-06-21,Ivory Coast,Serbia and Montenegro,Serbia and Montenegro,Savo Milošević,67
2006-06-21,Ivory Coast,Serbia and Montenegro,Ivory Coast,Bonaventure Kalou,73
2006-06-21,Netherlands,Argentina,Argentina,Fabricio Coloccini,24
2006-06-21,Netherlands,Argentina,Netherlands,Ryan Babel,56
2006-06-21,Netherlands,Argentina,Netherlands,Denny Landzaat,67
2006-06-21,Netherlands,Argentina,Argentina,Julio Cruz,70
2006-06-21,Netherlands,Argentina,Argentina,Pablo Aimar,80
2006-06-21,Netherlands,Argentina,Netherlands,Hedwiges Maduro,86
2006-06-22,Czech Republic,Italy,Italy,Marco Materazzi,17
2006-06-22,Czech Republic,Italy,Czech Republic,Jiří Štajner,46
2006-06-22,Czech Republic,Italy,Italy,Filippo Inzaghi,60
2006-06-22,Czech Republic,Italy,Czech Republic,David Jarolím,64
2006-06-22,Czech Republic,Italy,Italy,Simone Barone,74
2006-06-22,Czech Republic,Italy,Czech Republic,Marek Heinz,78
2006-06-22,Ghana,United States,United States,Ben Olsen,40
2006-06-22,Ghana,United States,Ghana,Otto Addo,46
2006-06-22,Ghana,United States,Ghana,Eric Addo,59
2006-06-22,Ghana,United States,United States,Eddie Johnson,61
2006-06-22,Ghana,United States,United States,Bobby Convey,74
2006-06-22,Ghana,United States,Ghana,Alex Tachie-Mensah,80
2006-06-22,Croatia,Australia,Australia,John Aloisi,63
2006-06-22,Croatia,Australia,Croatia,Jerko Leko,65
2006-06-22,Croatia,Australia,Australia,Mark Bresciano,71
2006-06-22,Croatia,Australia,Croatia,Luka Modrić,74
2006-06-22,Croatia,Australia,Australia,Joshua Kennedy,75
2006-06-22,Croatia,Australia,Croatia,Ivan Klasnić,83
2006-06-22,Japan,Brazil,Japan,Kōji Nakata,56
2006-06-22,Japan,Brazil,Japan,Naohiro Takahara,60
2006-06-22,Japan,Brazil,Japan,Masashi Oguro,66
2006-06-22,Japan,Brazil,Brazil,not applicable Zé Roberto,71
2006-06-22,Japan,Brazil,Brazil,not applicable Ricardinho,71
2006-06-22,Japan,Brazil,Brazil,Rogério Ceni,82
2006-06-23,Saudi Arabia,Spain,Saudi Arabia,Nawaf Al-Temyat,13
2006-06-23,Saudi Arabia,Spain,Spain,David Villa,46
2006-06-23,Saudi Arabia,Spain,Spain,not applicable Xavi,66
2006-06-23,Saudi Arabia,Spain,Saudi Arabia,Malek Mouath,68
2006-06-23,Saudi Arabia,Spain,Spain,Fernando Torres,70
2006-06-23,Saudi Arabia,Spain,Saudi Arabia,Mohammad Massad,81
2006-06-23,Ukraine,Tunisia,Ukraine,Andriy Vorobey,55
2006-06-23,Ukraine,Tunisia,Ukraine,Andriy Husin,75
2006-06-23,Ukraine,Tunisia,Tunisia,Francileudo Santos,79
2006-06-23,Ukraine,Tunisia,Tunisia,Chaouki Ben Saada,79
2006-06-23,Ukraine,Tunisia,Ukraine,Artem Milevskyi,88
2006-06-23,Ukraine,Tunisia,Tunisia,Kaies Ghodhbane,91
2006-06-23,Switzerland,South Korea,Switzerland,Johan Djourou,53
2006-06-23,Switzerland,South Korea,South Korea,Jung-hwan Ahn,63
2006-06-23,Switzerland,South Korea,South Korea,Ki-hyeon Seol,66
2006-06-23,Switzerland,South Korea,Switzerland,Xavier Margairaz,71
2006-06-23,Switzerland,South Korea,Switzerland,Valon Behrami,88
2006-06-23,Togo,France,Togo,Adékambi Olufadé,59
2006-06-23,Togo,France,France,Sylvain Wiltord,74
2006-06-23,Togo,France,Togo,Thomas Dossevi,75
2006-06-23,Togo,France,France,Sidney Govou,77
2006-06-23,Togo,France,France,Alou Diarra,81
2006-06-24,Germany,Sweden,Sweden,Petter Hansson,39
2006-06-24,Germany,Sweden,Sweden,Christian Wilhelmsson,52
2006-06-24,Germany,Sweden,Germany,Tim Borowski,72
2006-06-24,Germany,Sweden,Sweden,Marcus Allbäck,72
2006-06-24,Germany,Sweden,Germany,Oliver Neuville,74
2006-06-24,Germany,Sweden,Germany,Sebastian Kehl,85
2006-06-24,Argentina,Mexico,Mexico,Gerardo Torrado,38
2006-06-24,Argentina,Mexico,Mexico,Gonzalo Pineda,66
2006-06-24,Argentina,Mexico,Mexico,not applicable Sinha,74
2006-06-24,Argentina,Mexico,Argentina,Carlos Tevez,75
2006-06-24,Argentina,Mexico,Argentina,Pablo Aimar,76
2006-06-24,Argentina,Mexico,Argentina,Lionel Messi,84
2006-06-25,England,Ecuador,Ecuador,Christian Lara,69
2006-06-25,England,Ecuador,Ecuador,Iván Kaviedes,72
2006-06-25,England,Ecuador,England,Jamie Carragher,77
2006-06-25,England,Ecuador,England,Aaron Lennon,87
2006-06-25,England,Ecuador,England,Stewart Downing,92
2006-06-25,Portugal,Netherlands,Portugal,not applicable Simão,34
2006-06-25,Portugal,Netherlands,Portugal,not applicable Petit,46
2006-06-25,Portugal,Netherlands,Netherlands,Rafael van der Vaart,56
2006-06-25,Portugal,Netherlands,Netherlands,John Heitinga,67
2006-06-25,Portugal,Netherlands,Portugal,not applicable Tiago,84
2006-06-25,Portugal,Netherlands,Netherlands,Jan Vennegoor of Hesselink,84
2006-06-26,Italy,Australia,Italy,Vincenzo Iaquinta,46
2006-06-26,Italy,Australia,Italy,Andrea Barzagli,56
2006-06-26,Italy,Australia,Italy,Francesco Totti,75
2006-06-26,Italy,Australia,Australia,John Aloisi,81
2006-06-26,Switzerland,Ukraine,Switzerland,Stéphane Grichting,34
2006-06-26,Switzerland,Ukraine,Switzerland,Marco Streller,64
2006-06-26,Switzerland,Ukraine,Ukraine,Ruslan Rotan,75
2006-06-26,Switzerland,Ukraine,Ukraine,Serhii Rebrov,94
2006-06-26,Switzerland,Ukraine,Ukraine,Artem Milevskyi,111
2006-06-26,Switzerland,Ukraine,Switzerland,Mauro Lustrinelli,117
2006-06-27,Brazil,Ghana,Brazil,Gilberto Silva,46
2006-06-27,Brazil,Ghana,Ghana,Derek Boateng,60
2006-06-27,Brazil,Ghana,Brazil,Juninho Pernambucano,61
2006-06-27,Brazil,Ghana,Ghana,Alex Tachie-Mensah,70
2006-06-27,Brazil,Ghana,Brazil,not applicable Ricardinho,83
2006-06-27,Spain,France,Spain,Luis García,54
2006-06-27,Spain,France,Spain,not applicable Joaquín,54
2006-06-27,Spain,France,Spain,Marcos Senna,72
2006-06-27,Spain,France,France,Sidney Govou,74
2006-06-27,Spain,France,France,Sylvain Wiltord,88
2006-06-30,Germany,Argentina,Germany,David Odonkor,62
2006-06-30,Germany,Argentina,Argentina,Leo Franco,71
2006-06-30,Germany,Argentina,Argentina,Esteban Cambiasso,72
2006-06-30,Germany,Argentina,Germany,Tim Borowski,74
2006-06-30,Germany,Argentina,Argentina,Julio Cruz,79
2006-06-30,Germany,Argentina,Germany,Oliver Neuville,86
2006-06-30,Italy,Ukraine,Ukraine,Andriy Vorobey,20
2006-06-30,Italy,Ukraine,Ukraine,Vladyslav Vashchuk,47
2006-06-30,Italy,Ukraine,Italy,Simone Barone,68
2006-06-30,Italy,Ukraine,Italy,Massimo Oddo,68
2006-06-30,Italy,Ukraine,Ukraine,Oleksiy Byelik,72
2006-06-30,Italy,Ukraine,Italy,Cristian Zaccardo,77
2006-07-01,England,Portugal,England,Aaron Lennon,52
2006-07-01,England,Portugal,Portugal,not applicable Simão,63
2006-07-01,England,Portugal,England,Peter Crouch,65
2006-07-01,England,Portugal,Portugal,Hugo Viana,74
2006-07-01,England,Portugal,Portugal,Hélder Postiga,86
2006-07-01,England,Portugal,England,Jamie Carragher,119
2006-07-01,Brazil,France,Brazil,not applicable Adriano,63
2006-07-01,Brazil,France,Brazil,not applicable Cicinho,76
2006-07-01,Brazil,France,France,Sidney Govou,77
2006-07-01,Brazil,France,Brazil,not applicable Robinho,79
2006-07-01,Brazil,France,France,Sylvain Wiltord,81
2006-07-01,Brazil,France,France,Louis Saha,86
2006-07-04,Germany,Italy,Germany,Bastian Schweinsteiger,73
2006-07-04,Germany,Italy,Italy,Alberto Gilardino,74
2006-07-04,Germany,Italy,Germany,David Odonkor,83
2006-07-04,Germany,Italy,Italy,Vincenzo Iaquinta,91
2006-07-04,Germany,Italy,Italy,Alessandro Del Piero,104
2006-07-04,Germany,Italy,Germany,Oliver Neuville,111
2006-07-05,Portugal,France,Portugal,Paulo Ferreira,62
2006-07-05,Portugal,France,Portugal,not applicable Simão,68
2006-07-05,Portugal,France,France,Sylvain Wiltord,69
2006-07-05,Portugal,France,France,Sidney Govou,72
2006-07-05,Portugal,France,Portugal,Hélder Postiga,75
2006-07-05,Portugal,France,France,Louis Saha,85
2006-07-08,Germany,Portugal,Portugal,not applicable Petit,46
2006-07-08,Germany,Portugal,Germany,Oliver Neuville,65
2006-07-08,Germany,Portugal,Portugal,Nuno Gomes,69
2006-07-08,Germany,Portugal,Germany,Mike Hanke,71
2006-07-08,Germany,Portugal,Portugal,Luís Figo,77
2006-07-08,Germany,Portugal,Germany,Thomas Hitzlsperger,79
2006-07-09,Italy,France,France,Alou Diarra,56
2006-07-09,Italy,France,Italy,Daniele De Rossi,61
2006-07-09,Italy,France,Italy,Vincenzo Iaquinta,61
2006-07-09,Italy,France,Italy,Alessandro Del Piero,86
2006-07-09,Italy,France,France,David Trezeguet,100
2006-07-09,Italy,France,France,Sylvain Wiltord,107
2010-06-11,South Africa,Mexico,South Africa,Tsepo Masilela,46
2010-06-11,South Africa,Mexico,Mexico,Andrés Guardado,55
2010-06-11,South Africa,Mexico,Mexico,Cuauhtémoc Blanco,69
2010-06-11,South Africa,Mexico,Mexico,Javier Hernández,73
2010-06-11,South Africa,Mexico,South Africa,Bernard Parker,83
2010-06-11,Uruguay,France,Uruguay,Nicolás Lodeiro,63
2010-06-11,Uruguay,France,France,Thierry Henry,72
2010-06-11,Uruguay,France,Uruguay,Sebastián Abreu,74
2010-06-11,Uruguay,France,France,Florent Malouda,75
2010-06-11,Uruguay,France,France,André-Pierre Gignac,85
2010-06-11,Uruguay,France,Uruguay,Sebastián Eguren,87
2010-06-12,South Korea,Greece,Greece,Christos Patsatzoglou,46
2010-06-12,South Korea,Greece,Greece,Dimitris Salpingidis,59
2010-06-12,South Korea,Greece,Greece,Pantelis Kapetanos,61
2010-06-12,South Korea,Greece,South Korea,Nam-il Kim,74
2010-06-12,South Korea,Greece,South Korea,Seung-yeoul Lee,87
2010-06-12,South Korea,Greece,South Korea,Jae-sung Kim,91
2010-06-12,Argentina,Nigeria,Nigeria,Obafemi Martins,52
2010-06-12,Argentina,Nigeria,Nigeria,Peter Odemwingie,60
2010-06-12,Argentina,Nigeria,Argentina,Maxi Rodríguez,74
2010-06-12,Argentina,Nigeria,Nigeria,Kalu Uche,75
2010-06-12,Argentina,Nigeria,Argentina,Diego Milito,79
2010-06-12,Argentina,Nigeria,Argentina,Nicolás Burdisso,85
2010-06-12,England,United States,England,Shaun Wright-Phillips,31
2010-06-12,England,United States,England,Jamie Carragher,46
2010-06-12,England,United States,United States,Edson Buddle,77
2010-06-12,England,United States,England,Peter Crouch,79
2010-06-12,England,United States,United States,Stuart Holden,86
2010-06-13,Algeria,Slovenia,Slovenia,Zlatan Ljubijankić,53
2010-06-13,Algeria,Slovenia,Algeria,Abdelkader Ghezzal,58
2010-06-13,Algeria,Slovenia,Algeria,Rafik Saïfi,81
2010-06-13,Algeria,Slovenia,Algeria,Adlène Guedioura,82
2010-06-13,Algeria,Slovenia,Slovenia,Nejc Pečnik,84
2010-06-13,Algeria,Slovenia,Slovenia,Andrej Komac,87
2010-06-13,Serbia,Ghana,Serbia,Zdravko Kuzmanović,62
2010-06-13,Serbia,Ghana,Serbia,Danko Lazović,69
2010-06-13,Serbia,Ghana,Ghana,Stephen Appiah,73
2010-06-13,Serbia,Ghana,Serbia,Neven Subotić,76
2010-06-13,Serbia,Ghana,Ghana,Lee Addy,91
2010-06-13,Serbia,Ghana,Ghana,Quincy Owusu-Abeyie,93
2010-06-13,Germany,Australia,Australia,Brett Holman,46
2010-06-13,Germany,Australia,Australia,Nikita Rukavytsya,64
2010-06-13,Germany,Australia,Germany,not applicable Cacau,68
2010-06-13,Germany,Australia,Germany,Mario Gómez,74
2010-06-13,Germany,Australia,Australia,Mile Jedinak,74
2010-06-13,Germany,Australia,Germany,Marko Marin,81
2010-06-14,Netherlands,Denmark,Denmark,Jesper Grønkjær,56
2010-06-14,Netherlands,Denmark,Denmark,Mikkel Beckmann,62
2010-06-14,Netherlands,Denmark,Netherlands,Eljero Elia,67
2010-06-14,Netherlands,Denmark,Denmark,Christian Eriksen,73
2010-06-14,Netherlands,Denmark,Netherlands,Ibrahim Afellay,77
2010-06-14,Netherlands,Denmark,Netherlands,Demy de Zeeuw,88
2010-06-14,Japan,Cameroon,Cameroon,Achille Emaná,63
2010-06-14,Japan,Cameroon,Japan,Shinji Okazaki,69
2010-06-14,Japan,Cameroon,Cameroon,not applicable Geremi,75
2010-06-14,Japan,Cameroon,Cameroon,Mohammadou Idrissou,75
2010-06-14,Japan,Cameroon,Japan,Kisho Yano,82
2010-06-14,Japan,Cameroon,Japan,Junichi Inamoto,88
2010-06-14,Italy,Paraguay,Italy,Federico Marchetti,46
2010-06-14,Italy,Paraguay,Italy,Mauro Camoranesi,59
2010-06-14,Italy,Paraguay,Paraguay,Jonathan Santana,60
2010-06-14,Italy,Paraguay,Paraguay,Roque Santa Cruz,68
2010-06-14,Italy,Paraguay,Italy,Antonio Di Natale,72
2010-06-14,Italy,Paraguay,Paraguay,Óscar Cardozo,76
2010-06-15,New Zealand,Slovakia,New Zealand,Chris Wood,72
2010-06-15,New Zealand,Slovakia,New Zealand,Jeremy Christie,78
2010-06-15,New Zealand,Slovakia,Slovakia,Filip Hološko,81
2010-06-15,New Zealand,Slovakia,Slovakia,Miroslav Stoch,84
2010-06-15,New Zealand,Slovakia,Slovakia,Juraj Kucka,91
2010-06-15,Ivory Coast,Portugal,Portugal,not applicable Simão,55
2010-06-15,Ivory Coast,Portugal,Portugal,not applicable Tiago,62
2010-06-15,Ivory Coast,Portugal,Ivory Coast,Didier Drogba,66
2010-06-15,Ivory Coast,Portugal,Ivory Coast,Abdul Kader Keïta,82
2010-06-15,Ivory Coast,Portugal,Portugal,Rúben Amorim,85
2010-06-15,Ivory Coast,Portugal,Ivory Coast,not applicable Romaric,89
2010-06-15,Brazil,North Korea,Brazil,Dani Alves,73
2010-06-15,Brazil,North Korea,Brazil,not applicable Nilmar,78
2010-06-15,Brazil,North Korea,North Korea,Kum-il Kim,80
2010-06-15,Brazil,North Korea,Brazil,not applicable Ramires,84
2010-06-16,Honduras,Chile,Chile,Gonzalo Jara,52
2010-06-16,Honduras,Chile,Honduras,Georgie Welcome,60
2010-06-16,Honduras,Chile,Honduras,Hendry Thomas,66
2010-06-16,Honduras,Chile,Honduras,Walter Martínez,78
2010-06-16,Honduras,Chile,Chile,Pablo Contreras,81
2010-06-16,Honduras,Chile,Chile,Mark González,87
2010-06-16,Spain,Switzerland,Switzerland,Steve von Bergen,36
2010-06-16,Spain,Switzerland,Spain,Fernando Torres,61
2010-06-16,Spain,Switzerland,Spain,Jesús Navas,62
2010-06-16,Spain,Switzerland,Spain,not applicable Pedro,77
2010-06-16,Spain,Switzerland,Switzerland,Hakan Yakin,79
2010-06-16,Spain,Switzerland,Switzerland,Mario Eggimann,92
2010-06-16,South Africa,Uruguay,South Africa,Surprise Moriri,57
2010-06-16,South Africa,Uruguay,Uruguay,Álvaro Fernández,71
2010-06-16,South Africa,Uruguay,South Africa,Moeneeb Josephs,79
2010-06-16,South Africa,Uruguay,Uruguay,Sebastián Fernández,89
2010-06-16,South Africa,Uruguay,Uruguay,Walter Gargano,90
2010-06-17,Argentina,South Korea,Argentina,Nicolás Burdisso,23
2010-06-17,Argentina,South Korea,South Korea,Nam-il Kim,46
2010-06-17,Argentina,South Korea,Argentina,Sergio Agüero,75
2010-06-17,Argentina,South Korea,South Korea,Dong-gook Lee,81
2010-06-17,Argentina,South Korea,Argentina,Mario Bolatti,82
2010-06-17,Greece,Nigeria,Greece,Georgios Samaras,37
2010-06-17,Greece,Nigeria,Nigeria,Chinedu Obasi,46
2010-06-17,Greece,Nigeria,Nigeria,Elderson Echiéjilé,55
2010-06-17,Greece,Nigeria,Nigeria,Rabiu Afolabi,77
2010-06-17,Greece,Nigeria,Greece,Sotiris Ninis,79
2010-06-17,France,Mexico,Mexico,Pablo Barrera,31
2010-06-17,France,Mexico,France,André-Pierre Gignac,46
2010-06-17,France,Mexico,Mexico,Javier Hernández,55
2010-06-17,France,Mexico,Mexico,Cuauhtémoc Blanco,62
2010-06-17,France,Mexico,France,Mathieu Valbuena,69
2010-06-18,Germany,Serbia,Germany,not applicable Cacau,70
2010-06-18,Germany,Serbia,Germany,Marko Marin,70
2010-06-18,Germany,Serbia,Serbia,Gojko Kačar,70
2010-06-18,Germany,Serbia,Serbia,Radosav Petrović,75
2010-06-18,Germany,Serbia,Germany,Mario Gómez,77
2010-06-18,Germany,Serbia,Serbia,Danko Lazović,79
