date,home_team,away_team,team,player,minute
2010-06-18,Slovenia,United States,United States,Benny Feilhaber,46
2010-06-18,Slovenia,United States,United States,Maurice Edu,46
2010-06-18,Slovenia,United States,Slovenia,Nejc Pečnik,74
2010-06-18,Slovenia,United States,United States,Herculez Gomez,80
2010-06-18,Slovenia,United States,Slovenia,Zlatko Dedić,87
2010-06-18,Slovenia,United States,Slovenia,Andrej Komac,94
2010-06-18,England,Algeria,England,Shaun Wright-Phillips,63
2010-06-18,England,Algeria,England,Jermain Defoe,74
2010-06-18,England,Algeria,Algeria,Djamel Abdoun,74
2010-06-18,England,Algeria,Algeria,Adlène Guedioura,81
2010-06-18,England,Algeria,England,Peter Crouch,84
2010-06-18,England,Algeria,Algeria,Djamel Mesbah,88
2010-06-19,Netherlands,Japan,Japan,Shunsuke Nakamura,64
2010-06-19,Netherlands,Japan,Netherlands,Eljero Elia,72
2010-06-19,Netherlands,Japan,Japan,Shinji Okazaki,77
2010-06-19,Netherlands,Japan,Japan,Keiji Tamada,77
2010-06-19,Netherlands,Japan,Netherlands,Ibrahim Afellay,83
2010-06-19,Netherlands,Japan,Netherlands,Klaas-Jan Huntelaar,88
2010-06-19,Ghana,Australia,Ghana,Quincy Owusu-Abeyie,56
2010-06-19,Ghana,Australia,Australia,Scott Chipperfield,66
2010-06-19,Ghana,Australia,Australia,Joshua Kennedy,68
2010-06-19,Ghana,Australia,Ghana,Sulley Muntari,77
2010-06-19,Ghana,Australia,Australia,Nikita Rukavytsya,84
2010-06-19,Ghana,Australia,Ghana,Matthew Amoah,87
2010-06-19,Cameroon,Denmark,Cameroon,Jean Makoun,46
2010-06-19,Cameroon,Denmark,Denmark,Daniel Jensen,46
2010-06-19,Cameroon,Denmark,Denmark,Thomas Kahlenberg,67
2010-06-19,Cameroon,Denmark,Cameroon,Mohammadou Idrissou,72
2010-06-19,Cameroon,Denmark,Cameroon,Vincent Aboubakar,78
2010-06-19,Cameroon,Denmark,Denmark,Jakob Poulsen,86
2010-06-20,Slovakia,Paraguay,Paraguay,Aureliano Torres,68
2010-06-20,Slovakia,Paraguay,Slovakia,Filip Hološko,70
2010-06-20,Slovakia,Paraguay,Paraguay,Óscar Cardozo,82
2010-06-20,Slovakia,Paraguay,Slovakia,Miroslav Stoch,83
2010-06-20,Slovakia,Paraguay,Paraguay,Édgar Barreto,88
2010-06-20,Italy,New Zealand,Italy,Mauro Camoranesi,46
2010-06-20,Italy,New Zealand,Italy,Antonio Di Natale,46
2010-06-20,Italy,New Zealand,Italy,Giampaolo Pazzini,61
2010-06-20,Italy,New Zealand,New Zealand,Chris Wood,63
2010-06-20,Italy,New Zealand,New Zealand,Jeremy Christie,81
2010-06-20,Italy,New Zealand,New Zealand,Andy Barron,93
2010-06-20,Brazil,Ivory Coast,Ivory Coast,not applicable Gervinho,54
2010-06-20,Brazil,Ivory Coast,Brazil,Dani Alves,67
2010-06-20,Brazil,Ivory Coast,Ivory Coast,Abdul Kader Keïta,68
2010-06-20,Brazil,Ivory Coast,Ivory Coast,not applicable Romaric,72
2010-06-20,Brazil,Ivory Coast,Brazil,not applicable Ramires,93
2010-06-21,Portugal,North Korea,North Korea,Kum-il Kim,58
2010-06-21,Portugal,North Korea,North Korea,Yong-jun Kim,58
2010-06-21,Portugal,North Korea,Portugal,Miguel Veloso,70
2010-06-21,Portugal,North Korea,Portugal,not applicable Duda,74
2010-06-21,Portugal,North Korea,North Korea,Song-chol Nam,75
2010-06-21,Portugal,North Korea,Portugal,not applicable Liédson,77
2010-06-21,Chile,Switzerland,Switzerland,Tranquillo Barnetta,42
2010-06-21,Chile,Switzerland,Chile,Jorge Valdivia,46
2010-06-21,Chile,Switzerland,Chile,Mark González,46
2010-06-21,Chile,Switzerland,Chile,Esteban Paredes,65
2010-06-21,Chile,Switzerland,Switzerland,Eren Derdiyok,68
2010-06-21,Chile,Switzerland,Switzerland,Albert Bunjaku,77
2010-06-21,Spain,Honduras,Honduras,Georgie Welcome,46
2010-06-21,Spain,Honduras,Honduras,Ramón Núñez,63
2010-06-21,Spain,Honduras,Spain,Cesc Fàbregas,66
2010-06-21,Spain,Honduras,Spain,Juan Mata,70
2010-06-21,Spain,Honduras,Spain,Álvaro Arbeloa,77
2010-06-21,Spain,Honduras,Honduras,Jerry Palacios,84
2010-06-22,France,South Africa,France,Florent Malouda,46
2010-06-22,France,South Africa,France,Thierry Henry,55
2010-06-22,France,South Africa,South Africa,Siboniso Gaxa,55
2010-06-22,France,South Africa,South Africa,Siyabonga Nomvethe,68
2010-06-22,France,South Africa,South Africa,Teko Modise,78
2010-06-22,France,South Africa,France,Sidney Govou,82
2010-06-22,Mexico,Uruguay,Mexico,Pablo Barrera,46
2010-06-22,Mexico,Uruguay,Mexico,Israel Castro,57
2010-06-22,Mexico,Uruguay,Mexico,Javier Hernández,63
2010-06-22,Mexico,Uruguay,Uruguay,Andrés Scotti,77
2010-06-22,Mexico,Uruguay,Uruguay,Álvaro Fernández,85
2010-06-22,Greece,Argentina,Greece,Nikos Spyropoulos,46
2010-06-22,Greece,Argentina,Greece,Sotiris Ninis,54
2010-06-22,Greece,Argentina,Greece,Christos Patsatzoglou,55
2010-06-22,Greece,Argentina,Argentina,Ángel Di María,63
2010-06-22,Greece,Argentina,Argentina,Javier Pastore,77
2010-06-22,Greece,Argentina,Argentina,Martín Palermo,80
2010-06-22,Nigeria,South Korea,Nigeria,Elderson Echiéjilé,46
2010-06-22,Nigeria,South Korea,Nigeria,Obafemi Martins,57
2010-06-22,Nigeria,South Korea,South Korea,Nam-il Kim,64
2010-06-22,Nigeria,South Korea,Nigeria,Victor Obinna,70
2010-06-22,Nigeria,South Korea,South Korea,Jae-sung Kim,87
2010-06-22,Nigeria,South Korea,South Korea,Dong-jin Kim,93
2010-06-23,Slovenia,England,Slovenia,Zlatko Dedić,62
2010-06-23,Slovenia,England,England,Joe Cole,72
2010-06-23,Slovenia,England,Slovenia,Tim Matavž,79
2010-06-23,Slovenia,England,England,Emile Heskey,86
2010-06-23,United States,Algeria,United States,Benny Feilhaber,46
2010-06-23,United States,Algeria,United States,Edson Buddle,64
2010-06-23,United States,Algeria,Algeria,Abdelkader Ghezzal,65
2010-06-23,United States,Algeria,Algeria,Adlène Guedioura,69
2010-06-23,United States,Algeria,United States,DaMarcus Beasley,80
2010-06-23,United States,Algeria,Algeria,Rafik Saïfi,84
2010-06-23,Australia,Serbia,Serbia,Zoran Tošić,62
2010-06-23,Australia,Serbia,Australia,Scott Chipperfield,66
2010-06-23,Australia,Serbia,Australia,Brett Holman,66
2010-06-23,Australia,Serbia,Serbia,Marko Pantelić,67
2010-06-23,Australia,Serbia,Serbia,Danko Lazović,77
2010-06-23,Australia,Serbia,Australia,Richard Garcia,82
2010-06-23,Ghana,Germany,Ghana,Sulley Muntari,64
2010-06-23,Ghana,Germany,Germany,Piotr Trochowski,67
2010-06-23,Ghana,Germany,Germany,Marcell Jansen,73
2010-06-23,Ghana,Germany,Germany,Toni Kroos,81
2010-06-23,Ghana,Germany,Ghana,Matthew Amoah,82
2010-06-23,Ghana,Germany,Ghana,Dominic Adiyiah,92
2010-06-24,Paraguay,New Zealand,Paraguay,Lucas Barrios,66
2010-06-24,Paraguay,New Zealand,Paraguay,Édgar Benítez,67
2010-06-24,Paraguay,New Zealand,New Zealand,Chris Wood,69
2010-06-24,Paraguay,New Zealand,New Zealand,Jeremy Brockie,79
2010-06-24,Slovakia,Italy,Italy,Christian Maggio,46
2010-06-24,Slovakia,Italy,Italy,Fabio Quagliarella,46
2010-06-24,Slovakia,Italy,Italy,Andrea Pirlo,56
2010-06-24,Slovakia,Italy,Slovakia,Kamil Kopúnek,87
2010-06-24,Slovakia,Italy,Slovakia,Stanislav Šesták,92
2010-06-24,Slovakia,Italy,Slovakia,Martin Petráš,94
2010-06-24,Cameroon,Netherlands,Cameroon,Vincent Aboubakar,56
2010-06-24,Cameroon,Netherlands,Netherlands,Klaas-Jan Huntelaar,59
2010-06-24,Cameroon,Netherlands,Netherlands,Eljero Elia,66
2010-06-24,Cameroon,Netherlands,Cameroon,Mohammadou Idrissou,72
2010-06-24,Cameroon,Netherlands,Cameroon,Rigobert Song,73
2010-06-24,Cameroon,Netherlands,Netherlands,Arjen Robben,73
2010-06-24,Denmark,Japan,Denmark,Jakob Poulsen,34
2010-06-24,Denmark,Japan,Denmark,Søren Larsen,56
2010-06-24,Denmark,Japan,Denmark,Christian Eriksen,63
2010-06-24,Denmark,Japan,Japan,Shinji Okazaki,74
2010-06-24,Denmark,Japan,Japan,Yasuyuki Konno,88
2010-06-24,Denmark,Japan,Japan,Junichi Inamoto,91
2010-06-25,North Korea,Ivory Coast,Ivory Coast,Salomon Kalou,64
2010-06-25,North Korea,Ivory Coast,Ivory Coast,Aruna Dindane,64
2010-06-25,North Korea,Ivory Coast,North Korea,Kum-chol Choe,67
2010-06-25,North Korea,Ivory Coast,Ivory Coast,Seydou Doumbia,79
2010-06-25,Portugal,Brazil,Brazil,not applicable Josué,44
2010-06-25,Portugal,Brazil,Portugal,not applicable Simão,54
2010-06-25,Portugal,Brazil,Portugal,Pedro Mendes,64
2010-06-25,Portugal,Brazil,Brazil,not applicable Ramires,82
2010-06-25,Portugal,Brazil,Portugal,Miguel Veloso,84
2010-06-25,Portugal,Brazil,Brazil,not applicable Grafite,85
2010-06-25,Chile,Spain,Chile,Rodrigo Millar,46
2010-06-25,Chile,Spain,Chile,Esteban Paredes,46
2010-06-25,Chile,Spain,Spain,Cesc Fàbregas,55
2010-06-25,Chile,Spain,Chile,Fabián Orellana,65
2010-06-25,Chile,Spain,Spain,Javi Martínez,73
2010-06-25,Switzerland,Honduras,Switzerland,Hakan Yakin,46
2010-06-25,Switzerland,Honduras,Honduras,Walter Martínez,67
2010-06-25,Switzerland,Honduras,Switzerland,Alexander Frei,69
2010-06-25,Switzerland,Honduras,Switzerland,Xherdan Shaqiri,78
2010-06-25,Switzerland,Honduras,Honduras,Georgie Welcome,78
2010-06-25,Switzerland,Honduras,Honduras,Danilo Turcios,87
2010-06-26,Uruguay,South Korea,Uruguay,Mauricio Victorino,46
2010-06-26,Uruguay,South Korea,South Korea,Dong-gook Lee,61
2010-06-26,Uruguay,South Korea,Uruguay,Nicolás Lodeiro,74
2010-06-26,Uruguay,South Korea,Uruguay,Álvaro Fernández,84
2010-06-26,Uruguay,South Korea,South Korea,Ki-hun Yeom,85
2010-06-26,United States,Ghana,United States,Maurice Edu,31
2010-06-26,United States,Ghana,United States,Benny Feilhaber,46
2010-06-26,United States,Ghana,Ghana,Lee Addy,73
2010-06-26,United States,Ghana,Ghana,Stephen Appiah,78
2010-06-26,United States,Ghana,United States,Herculez Gomez,91
2010-06-26,United States,Ghana,Ghana,Sulley Muntari,113
2010-06-27,Germany,England,England,Joe Cole,64
2010-06-27,Germany,England,England,Emile Heskey,71
2010-06-27,Germany,England,Germany,Piotr Trochowski,72
2010-06-27,Germany,England,Germany,Mario Gómez,72
2010-06-27,Germany,England,Germany,Stefan Kießling,83
2010-06-27,Germany,England,England,Shaun Wright-Phillips,87
2010-06-27,Argentina,Mexico,Mexico,Pablo Barrera,46
2010-06-27,Argentina,Mexico,Mexico,Guillermo Franco,61
2010-06-27,Argentina,Mexico,Argentina,Juan Sebastián Verón,69
2010-06-27,Argentina,Mexico,Argentina,Jonás Gutiérrez,79
2010-06-27,Argentina,Mexico,Argentina,Javier Pastore,87
2010-06-28,Netherlands,Slovakia,Netherlands,Eljero Elia,71
2010-06-28,Netherlands,Slovakia,Slovakia,Kamil Kopúnek,71
2010-06-28,Netherlands,Slovakia,Netherlands,Klaas-Jan Huntelaar,80
2010-06-28,Netherlands,Slovakia,Slovakia,Marek Sapara,87
2010-06-28,Netherlands,Slovakia,Slovakia,Martin Jakubko,88
2010-06-28,Netherlands,Slovakia,Netherlands,Ibrahim Afellay,92
2010-06-28,Brazil,Chile,Chile,Jorge Valdivia,46
2010-06-28,Brazil,Chile,Chile,Rodrigo Tello,46
2010-06-28,Brazil,Chile,Chile,Rodrigo Millar,62
2010-06-28,Brazil,Chile,Brazil,not applicable Nilmar,76
2010-06-28,Brazil,Chile,Brazil,not applicable Kléberson,81
2010-06-28,Brazil,Chile,Brazil,not applicable Gilberto,85
2010-06-29,Paraguay,Japan,Paraguay,Nelson Valdez,60
2010-06-29,Paraguay,Japan,Japan,Shinji Okazaki,65
2010-06-29,Paraguay,Japan,Paraguay,Édgar Barreto,75
2010-06-29,Paraguay,Japan,Japan,Kengo Nakamura,81
2010-06-29,Paraguay,Japan,Paraguay,Óscar Cardozo,94
2010-06-29,Paraguay,Japan,Japan,Keiji Tamada,106
2010-06-29,Spain,Portugal,Spain,Fernando Llorente,58
2010-06-29,Spain,Portugal,Portugal,not applicable Danny,58
2010-06-29,Spain,Portugal,Portugal,not applicable Liédson,72
2010-06-29,Spain,Portugal,Portugal,Pedro Mendes,72
2010-06-29,Spain,Portugal,Spain,Álvaro Arbeloa,88
2010-06-29,Spain,Portugal,Spain,Carlos Marchena,93
2010-07-02,Netherlands,Brazil,Brazil,not applicable Gilberto,62
2010-07-02,Netherlands,Brazil,Brazil,not applicable Nilmar,77
2010-07-02,Netherlands,Brazil,Netherlands,Klaas-Jan Huntelaar,85
2010-07-02,Uruguay,Ghana,Uruguay,Andrés Scotti,38
2010-07-02,Uruguay,Ghana,Uruguay,Nicolás Lodeiro,46
2010-07-02,Uruguay,Ghana,Ghana,Stephen Appiah,74
2010-07-02,Uruguay,Ghana,Uruguay,Sebastián Abreu,76
2010-07-02,Uruguay,Ghana,Ghana,Dominic Adiyiah,88
2010-07-03,Argentina,Germany,Argentina,Javier Pastore,70
2010-07-03,Argentina,Germany,Germany,Marcell Jansen,72
2010-07-03,Argentina,Germany,Argentina,Sergio Agüero,75
2010-07-03,Argentina,Germany,Germany,Toni Kroos,77
2010-07-03,Argentina,Germany,Germany,Piotr Trochowski,84
2010-07-03,Paraguay,Spain,Spain,Cesc Fàbregas,56
2010-07-03,Paraguay,Spain,Paraguay,Enrique Vera,64
2010-07-03,Paraguay,Spain,Paraguay,Roque Santa Cruz,72
2010-07-03,Paraguay,Spain,Spain,not applicable Pedro,75
2010-07-03,Paraguay,Spain,Paraguay,Lucas Barrios,84
2010-07-03,Paraguay,Spain,Spain,Carlos Marchena,84
2010-07-06,Uruguay,Netherlands,Netherlands,Rafael van der Vaart,46
2010-07-06,Uruguay,Netherlands,Uruguay,Sebastián Abreu,78
2010-07-06,Uruguay,Netherlands,Uruguay,Sebastián Fernández,84
2010-07-06,Uruguay,Netherlands,Netherlands,Eljero Elia,89
2010-07-07,Germany,Spain,Germany,Marcell Jansen,52
2010-07-07,Germany,Spain,Germany,Toni Kroos,62
2010-07-07,Germany,Spain,Germany,Mario Gómez,81
2010-07-07,Germany,Spain,Spain,Fernando Torres,81
2010-07-07,Germany,Spain,Spain,David Silva,86
2010-07-07,Germany,Spain,Spain,Carlos Marchena,93
2010-07-10,Uruguay,Germany,Germany,Stefan Kießling,73
2010-07-10,Uruguay,Germany,Uruguay,Walter Gargano,77
2010-07-10,Uruguay,Germany,Germany,Toni Kroos,81
2010-07-10,Uruguay,Germany,Uruguay,Sebastián Abreu,88
2010-07-10,Uruguay,Germany,Germany,Serdar Tasci,91
2010-07-11,Netherlands,Spain,Spain,Jesús Navas,60
2010-07-11,Netherlands,Spain,Netherlands,Eljero Elia,71
2010-07-11,Netherlands,Spain,Spain,Cesc Fàbregas,87
2010-07-11,Netherlands,Spain,Netherlands,Rafael van der Vaart,99
2010-07-11,Netherlands,Spain,Netherlands,Edson Braafheid,105
2010-07-11,Netherlands,Spain,Spain,Fernando Torres,106
2014-06-12,Brazil,Croatia,Croatia,Marcelo Brozović,61
2014-06-12,Brazil,Croatia,Brazil,not applicable Hernanes,63
2014-06-12,Brazil,Croatia,Brazil,not applicable Bernard,68
2014-06-12,Brazil,Croatia,Croatia,Ante Rebić,78
2014-06-12,Brazil,Croatia,Brazil,not applicable Ramires,88
2014-06-13,Mexico,Cameroon,Cameroon,Dany Nounkeu,46
2014-06-13,Mexico,Cameroon,Mexico,Marco Fabián,69
2014-06-13,Mexico,Cameroon,Mexico,Javier Hernández,74
2014-06-13,Mexico,Cameroon,Cameroon,Pierre Webó,79
2014-06-13,Mexico,Cameroon,Mexico,Carlos Salcido,91
2014-06-13,Spain,Netherlands,Spain,Fernando Torres,62
2014-06-13,Spain,Netherlands,Spain,not applicable Pedro,62
2014-06-13,Spain,Netherlands,Netherlands,Georginio Wijnaldum,62
2014-06-13,Spain,Netherlands,Netherlands,Joël Veltman,77
2014-06-13,Spain,Netherlands,Spain,Cesc Fàbregas,78
2014-06-13,Spain,Netherlands,Netherlands,Jeremain Lens,79
2014-06-13,Chile,Australia,Australia,Ryan McGowan,49
2014-06-13,Chile,Australia,Chile,Felipe Gutiérrez,60
2014-06-13,Chile,Australia,Chile,Jean Beausejour,68
2014-06-13,Chile,Australia,Australia,Ben Halloran,68
2014-06-13,Chile,Australia,Australia,James Troisi,78
2014-06-13,Chile,Australia,Chile,Mauricio Pinilla,88
2014-06-14,Colombia,Greece,Greece,Giannis Fetfatzidis,57
2014-06-14,Colombia,Greece,Greece,Kostas Mitroglou,64
2014-06-14,Colombia,Greece,Colombia,Alexander Mejía,69
2014-06-14,Colombia,Greece,Colombia,Santiago Arias,74
2014-06-14,Colombia,Greece,Colombia,Jackson Martínez,76
2014-06-14,Colombia,Greece,Greece,Giorgos Karagounis,78
2014-06-14,Uruguay,Costa Rica,Uruguay,Nicolás Lodeiro,60
2014-06-14,Uruguay,Costa Rica,Uruguay,Álvaro González,60
2014-06-14,Uruguay,Costa Rica,Costa Rica,José Miguel Cubero,75
2014-06-14,Uruguay,Costa Rica,Uruguay,Abel Hernández,76
2014-06-14,Uruguay,Costa Rica,Costa Rica,Marco Ureña,83
2014-06-14,Uruguay,Costa Rica,Costa Rica,Michael Barrantes,89
2014-06-14,England,Italy,Italy,Thiago Motta,57
2014-06-14,England,Italy,England,Ross Barkley,61
2014-06-14,England,Italy,England,Jack Wilshere,73
2014-06-14,England,Italy,Italy,Ciro Immobile,73
2014-06-14,England,Italy,Italy,Marco Parolo,79
2014-06-14,England,Italy,England,Adam Lallana,80
2014-06-14,Ivory Coast,Japan,Japan,Yasuhito Endō,54
2014-06-14,Ivory Coast,Japan,Ivory Coast,Didier Drogba,62
2014-06-14,Ivory Coast,Japan,Japan,Yoshito Ōkubo,67
2014-06-14,Ivory Coast,Japan,Ivory Coast,Constant Djakpa,75
2014-06-14,Ivory Coast,Japan,Ivory Coast,Didier Ya Konan,78
2014-06-14,Ivory Coast,Japan,Japan,Yoichiro Kakitani,86
2014-06-15,Switzerland,Ecuador,Switzerland,Admir Mehmedi,46
2014-06-15,Switzerland,Ecuador,Ecuador,Michael Arroyo,70
2014-06-15,Switzerland,Ecuador,Switzerland,Haris Seferovic,75
2014-06-15,Switzerland,Ecuador,Ecuador,Joao Rojas,77
2014-06-15,France,Honduras,Honduras,Boniek García,46
2014-06-15,France,Honduras,Honduras,Osman Chávez,46
2014-06-15,France,Honduras,France,Moussa Sissoko,57
2014-06-15,France,Honduras,Honduras,Jorge Claros,58
2014-06-15,France,Honduras,France,Rio Mavuba,65
2014-06-15,France,Honduras,France,Olivier Giroud,78
2014-06-15,Argentina,Bosnia and Herzegovina,Argentina,Gonzalo Higuaín,46
2014-06-15,Argentina,Bosnia and Herzegovina,Argentina,Fernando Gago,46
2014-06-15,Argentina,Bosnia and Herzegovina,Bosnia and Herzegovina,Vedad Ibišević,69
2014-06-15,Argentina,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Višća,71
2014-06-15,Argentina,Bosnia and Herzegovina,Bosnia and Herzegovina,Haris Medunjanin,74
2014-06-15,Argentina,Bosnia and Herzegovina,Argentina,Lucas Biglia,87
2014-06-16,Germany,Portugal,Portugal,not applicable Eder,28
2014-06-16,Germany,Portugal,Portugal,Ricardo Costa,46
2014-06-16,Germany,Portugal,Germany,André Schürrle,63
2014-06-16,Germany,Portugal,Portugal,André Almeida,65
2014-06-16,Germany,Portugal,Germany,Shkodran Mustafi,73
2014-06-16,Germany,Portugal,Germany,Lukas Podolski,82
2014-06-16,Iran,Nigeria,Nigeria,Joseph Yobo,29
2014-06-16,Iran,Nigeria,Nigeria,Shola Ameobi,52
2014-06-16,Iran,Nigeria,Nigeria,Peter Odemwingie,69
2014-06-16,Iran,Nigeria,Iran,Alireza Jahanbakhsh,73
2014-06-16,Iran,Nigeria,Iran,Masoud Shojaei,89
2014-06-16,Ghana,United States,United States,Aron Jóhannsson,23
2014-06-16,Ghana,United States,United States,John Brooks,46
2014-06-16,Ghana,United States,Ghana,Kevin-Prince Boateng,59
2014-06-16,Ghana,United States,Ghana,Michael Essien,71
2014-06-16,Ghana,United States,United States,Graham Zusi,77
2014-06-16,Ghana,United States,Ghana,Albert Adomah,78
2014-06-17,Belgium,Algeria,Belgium,Dries Mertens,46
2014-06-17,Belgium,Algeria,Belgium,Divock Origi,58
2014-06-17,Belgium,Algeria,Belgium,Marouane Fellaini,65
2014-06-17,Belgium,Algeria,Algeria,Islam Slimani,66
2014-06-17,Belgium,Algeria,Algeria,Mehdi Lacen,71
2014-06-17,Belgium,Algeria,Algeria,Nabil Ghilas,84
2014-06-17,Brazil,Mexico,Brazil,not applicable Bernard,46
2014-06-17,Brazil,Mexico,Brazil,not applicable Jô,68
2014-06-17,Brazil,Mexico,Mexico,Javier Hernández,74
2014-06-17,Brazil,Mexico,Mexico,Marco Fabián,76
2014-06-17,Brazil,Mexico,Brazil,not applicable Willian,84
2014-06-17,Brazil,Mexico,Mexico,Raúl Jiménez,84
2014-06-17,Russia,South Korea,South Korea,Keun-ho Lee,56
2014-06-17,Russia,South Korea,Russia,Alan Dzagoev,59
2014-06-17,Russia,South Korea,Russia,Aleksandr Kerzhakov,71
2014-06-17,Russia,South Korea,Russia,Igor Denisov,72
2014-06-17,Russia,South Korea,South Korea,Seok-ho Hwang,73
2014-06-17,Russia,South Korea,South Korea,Bo-kyung Kim,84
2014-06-18,Australia,Netherlands,Netherlands,Memphis Depay,48
2014-06-18,Australia,Netherlands,Australia,Oliver Bozanic,51
2014-06-18,Australia,Netherlands,Australia,Ben Halloran,69
2014-06-18,Australia,Netherlands,Australia,Adam Taggart,77
2014-06-18,Australia,Netherlands,Netherlands,Georginio Wijnaldum,78
2014-06-18,Australia,Netherlands,Netherlands,Jeremain Lens,87
2014-06-18,Spain,Chile,Spain,not applicable Koke,46
2014-06-18,Spain,Chile,Spain,Fernando Torres,64
2014-06-18,Spain,Chile,Chile,Felipe Gutiérrez,64
2014-06-18,Spain,Chile,Spain,Santi Cazorla,76
2014-06-18,Spain,Chile,Chile,Jorge Valdivia,85
2014-06-18,Spain,Chile,Chile,Carlos Carmona,88
2014-06-18,Cameroon,Croatia,Cameroon,Dany Nounkeu,46
2014-06-18,Cameroon,Croatia,Croatia,not applicable Eduardo,69
2014-06-18,Cameroon,Croatia,Cameroon,Pierre Webó,70
2014-06-18,Cameroon,Croatia,Croatia,Mateo Kovačić,72
2014-06-18,Cameroon,Croatia,Cameroon,Edgar Salli,75
2014-06-18,Cameroon,Croatia,Croatia,Ante Rebić,78
2014-06-19,Colombia,Ivory Coast,Colombia,Juan Fernando Quintero,53
2014-06-19,Colombia,Ivory Coast,Ivory Coast,Didier Drogba,60
2014-06-19,Colombia,Ivory Coast,Ivory Coast,Salomon Kalou,67
2014-06-19,Colombia,Ivory Coast,Colombia,Santiago Arias,72
2014-06-19,Colombia,Ivory Coast,Ivory Coast,Mathis Bolly,73
2014-06-19,Colombia,Ivory Coast,Colombia,Alexander Mejía,79
2014-06-19,Uruguay,England,England,Ross Barkley,64
2014-06-19,Uruguay,England,Uruguay,Cristhian Stuani,67
2014-06-19,Uruguay,England,England,Adam Lallana,71
2014-06-19,Uruguay,England,Uruguay,Jorge Fucile,79
2014-06-19,Uruguay,England,England,Rickie Lambert,87
2014-06-19,Uruguay,England,Uruguay,Sebastián Coates,88
2014-06-19,Japan,Greece,Greece,Theofanis Gekas,35
2014-06-19,Japan,Greece,Greece,Giorgos Karagounis,41
2014-06-19,Japan,Greece,Japan,Yasuhito Endō,46
2014-06-19,Japan,Greece,Japan,Shinji Kagawa,57
2014-06-19,Japan,Greece,Greece,Dimitris Salpingidis,81
2014-06-20,Italy,Costa Rica,Italy,Antonio Cassano,46
2014-06-20,Italy,Costa Rica,Italy,Lorenzo Insigne,57
2014-06-20,Italy,Costa Rica,Costa Rica,José Miguel Cubero,68
2014-06-20,Italy,Costa Rica,Italy,Alessio Cerci,69
2014-06-20,Italy,Costa Rica,Costa Rica,Marco Ureña,74
2014-06-20,Italy,Costa Rica,Costa Rica,Randall Brenes,81
2014-06-20,Switzerland,France,Switzerland,Philippe Senderos,9
2014-06-20,Switzerland,France,Switzerland,Blerim Džemaili,46
2014-06-20,Switzerland,France,France,Paul Pogba,63
2014-06-20,Switzerland,France,France,Laurent Koscielny,66
2014-06-20,Switzerland,France,Switzerland,Josip Drmić,69
