Rk,Player,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
200,Žan Karničnik,DF,si Slovenia,29,1994,4.3,1,3,1,33.3,0.69,0.23,0.33,1.00,21.3,0,0,0,0.5,0.5,0.18,+0.5,+0.5,Matches
201,Guram Kashia,DF,ge Georgia,36,1987,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
202,Milos Kerkez,DF,hu Hungary,20,2003,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
203,Semih Kılıçsoy,FW,tr Türkiye,18,2005,0.0,0,1,1,100.0,45.00,45.00,0.00,0.00,8.5,0,0,0,0.2,0.2,0.21,-0.2,-0.2,Matches
204,Joshua Kimmich,DF,de Germany,28,1995,5.3,0,7,2,28.6,1.31,0.37,0.00,0.00,25.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
205,Otar Kiteishvili,MF,ge Georgia,27,1996,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
206,Jakub Kiwior,DF,pl Poland,23,2000,3.0,0,2,2,100.0,0.67,0.67,0.00,0.00,14.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
207,László Kleinheisler,MF,hu Hungary,29,1994,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
208,Giorgi Kochorashvili,MF,ge Georgia,24,1999,4.0,0,5,0,0.0,1.25,0.00,0.00,,25.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
209,Orkun Kökçü,MF,tr Türkiye,23,2000,2.5,0,6,2,33.3,2.44,0.81,0.00,0.00,26.2,0,0,0,1.0,1.0,0.16,-1.0,-1.0,Matches
210,Randal Kolo Muani,FW,fr France,25,1998,2.2,1,3,1,33.3,1.34,0.45,0.33,1.00,10.8,0,0,0,0.8,0.8,0.25,+0.2,+0.2,Matches
211,Yukhym Konoplia,DF,ua Ukraine,24,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
212,Ezri Konsa,DF,eng England,26,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
213,Filip Kostić,DF,rs Serbia,31,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
214,Jules Koundé,DF,fr France,25,1998,6.3,0,1,0,0.0,0.16,0.00,0.00,,14.9,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
215,Mateo Kovačić,MF,hr Croatia,29,1994,2.5,0,6,3,50.0,2.42,1.21,0.00,0.00,20.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
216,Matej Kovar,GK,cz Czechia,23,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
217,Andrej Kramarić,FW,hr Croatia,32,1991,2.7,1,4,2,50.0,1.48,0.74,0.25,0.50,16.3,0,0,0,0.7,0.7,0.19,+0.3,+0.3,Matches
218,Ladislav Krejčí,DF,cz Czechia,24,1999,3.0,0,5,1,20.0,1.67,0.33,0.00,0.00,15.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
219,Toni Kroos,MF,de Germany,34,1990,5.2,0,3,1,33.3,0.58,0.19,0.00,0.00,26.0,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
220,Jan Kuchta,FW,cz Czechia,27,1997,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
221,Juraj Kucka,MF,sk Slovakia,36,1987,3.9,0,8,2,25.0,2.06,0.51,0.00,0.00,17.8,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
222,Jasmin Kurtić,FW,si Slovenia,35,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
223,Khvicha Kvaratskhelia,FW,ge Georgia,22,2001,3.8,1,6,2,33.3,1.58,0.53,0.17,0.50,24.2,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
224,Nika Kvekveskiri,MF,ge Georgia,31,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
225,Giorgi Kvilitaia,FW,ge Georgia,30,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
226,Saba Kvirkvelia,DF,ge Georgia,31,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
227,Qazim Laçi,"MF,FW",al Albania,28,1996,1.8,1,1,1,100.0,0.55,0.55,1.00,1.00,8.0,0,0,0,0.3,0.3,0.34,+0.7,+0.7,Matches
228,Konrad Laimer,"MF,FW",at Austria,26,1997,3.0,0,2,0,0.0,0.67,0.00,0.00,,13.4,0,0,0,0.5,0.5,0.26,-0.5,-0.5,Matches
229,Ádám Lang,DF,hu Hungary,31,1993,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
230,Aymeric Laporte,DF,es Spain,29,1994,5.8,0,5,1,20.0,0.86,0.17,0.00,0.00,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
231,Robin Le Normand,DF,es Spain,27,1996,4.9,0,3,0,0.0,0.61,0.00,0.00,,8.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
232,Rafael Leão,FW,pt Portugal,24,1999,3.2,0,3,0,0.0,0.94,0.00,0.00,,13.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
233,Robert Lewandowski,FW,pl Poland,35,1988,1.3,1,4,0,0.0,2.98,0.00,0.00,,24.4,0,1,1,1.0,0.2,0.04,0.0,-0.2,Matches
234,Philipp Lienhart,DF,at Austria,27,1996,2.4,0,2,0,0.0,0.84,0.00,0.00,,11.3,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
235,Ondřej Lingr,"MF,FW",cz Czechia,25,1998,0.9,0,5,1,20.0,5.42,1.08,0.00,0.00,10.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
236,Dominik Livaković,GK,hr Croatia,29,1995,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
237,Stanislav Lobotka,MF,sk Slovakia,29,1994,4.3,0,1,1,100.0,0.23,0.23,0.00,0.00,31.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
238,Saba Lobzhanidze,FW,ge Georgia,29,1994,0.1,0,1,0,0.0,10.00,0.00,0.00,,13.9,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
239,Luka Lochoshvili,"DF,MF",ge Georgia,25,1998,1.9,0,1,0,0.0,0.53,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
240,Fermin López,MF,es Spain,20,2003,0.3,0,2,0,0.0,6.21,0.00,0.00,,26.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
241,Romelu Lukaku,FW,be Belgium,30,1993,4.0,0,11,8,72.7,2.76,2.01,0.00,0.00,11.3,0,0,0,1.7,1.7,0.15,-1.7,-1.7,Matches
242,Dodi Lukebakio,"FW,DF",be Belgium,26,1997,0.7,0,3,1,33.3,4.15,1.38,0.00,0.00,15.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
243,Saša Lukić,MF,rs Serbia,27,1996,2.3,0,1,0,0.0,0.43,0.00,0.00,,17.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
244,Andriy Lunin,GK,ua Ukraine,24,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
245,Mike Maignan,GK,fr France,28,1995,6.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
246,Kobbie Mainoo,MF,eng England,18,2005,4.1,0,5,0,0.0,1.22,0.00,0.00,,20.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
247,Lovro Majer,"FW,MF",hr Croatia,26,1998,1.6,0,2,0,0.0,1.23,0.00,0.00,,9.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
248,Donyell Malen,FW,nl Netherlands,25,1999,2.1,2,6,2,33.3,2.84,0.95,0.33,1.00,11.5,0,0,0,1.9,1.9,0.31,+0.1,+0.1,Matches
249,Ruslan Malinovskyi,MF,ua Ukraine,30,1993,0.4,0,1,0,0.0,2.57,0.00,0.00,,24.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
250,Giorgi Mamardashvili,GK,ge Georgia,23,2000,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
251,Dennis Man,MF,ro Romania,25,1998,3.0,0,6,3,50.0,2.03,1.02,0.00,0.00,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
252,Rey Manaj,FW,al Albania,26,1997,1.7,0,3,1,33.3,1.73,0.58,0.00,0.00,10.4,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
253,Gianluca Mancini,DF,it Italy,27,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
254,Orel Mangala,MF,be Belgium,25,1998,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
255,Marius Marin,MF,ro Romania,25,1998,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
256,Răzvan Marin,MF,ro Romania,27,1996,3.9,2,5,2,40.0,1.27,0.51,0.20,0.50,31.9,1,1,1,0.9,0.1,0.03,+1.1,+0.9,Matches
257,Ádám Martin,"FW,DF",hu Hungary,29,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
258,Mykola Matviyenko,DF,ua Ukraine,27,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
259,Kylian Mbappé,FW,fr France,25,1998,5.2,1,23,8,34.8,4.46,1.55,0.00,0.00,17.4,1,1,1,2.9,2.1,0.09,-1.9,-2.1,Matches
260,John McGinn,"MF,FW",sct Scotland,29,1994,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
261,Callum McGregor,MF,sct Scotland,30,1993,2.7,0,3,0,0.0,1.10,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
262,Scott McKenna,DF,sct Scotland,27,1996,1.5,0,2,0,0.0,1.34,0.00,0.00,,14.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
263,Kenny McLean,MF,sct Scotland,32,1992,0.5,0,1,1,100.0,2.05,2.05,0.00,0.00,24.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
264,Scott McTominay,MF,sct Scotland,27,1996,3.0,1,4,1,25.0,1.33,0.33,0.25,1.00,14.2,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
265,Anzor Mekvabishvili,MF,ge Georgia,22,2001,2.1,0,2,1,50.0,0.96,0.48,0.00,0.00,25.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
266,Memphis,"FW,MF",nl Netherlands,29,1994,5.1,1,17,3,17.6,3.35,0.59,0.06,0.33,16.8,2,0,0,2.0,2.0,0.12,-1.0,-1.0,Matches
267,Nuno Mendes,DF,pt Portugal,21,2002,4.7,0,3,2,66.7,0.64,0.43,0.00,0.00,19.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
268,Mikel Merino,"MF,FW",es Spain,27,1996,2.0,1,3,2,66.7,1.48,0.99,0.33,0.50,10.7,0,0,0,0.6,0.6,0.20,+0.4,+0.4,Matches
269,Valentin Mihaila,MF,ro Romania,23,2000,1.3,0,4,0,0.0,3.13,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
270,Srđan Mijailović,DF,rs Serbia,30,1993,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
271,Georges Mikautadze,FW,ge Georgia,23,2000,3.8,3,4,1,25.0,1.04,0.26,0.25,1.00,19.9,0,2,2,2.3,0.7,0.17,+0.7,+0.3,Matches
272,Nikola Milenković,DF,rs Serbia,26,1997,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
273,Sergej Milinković-Savić,MF,rs Serbia,28,1995,1.3,0,3,1,33.3,2.23,0.74,0.00,0.00,19.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
274,Mario Mitaj,DF,al Albania,20,2003,3.0,0,1,0,0.0,0.33,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
275,Aleksandar Mitrović,FW,rs Serbia,29,1994,2.7,0,10,2,20.0,3.75,0.75,0.00,0.00,10.9,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
276,Maximilian Mittelstädt,DF,de Germany,26,1997,3.4,0,5,0,0.0,1.48,0.00,0.00,,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
277,Filip Mladenović,DF,rs Serbia,32,1991,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
278,Jan Mlakar,MF,si Slovenia,25,1998,3.3,0,2,1,50.0,0.61,0.31,0.00,0.00,16.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
279,Jakub Moder,MF,pl Poland,24,1999,2.0,0,4,1,25.0,2.00,0.50,0.00,0.00,19.7,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
280,Luka Modrić,MF,hr Croatia,38,1985,2.6,1,4,1,25.0,1.55,0.39,0.25,1.00,24.1,0,0,1,1.0,0.1,0.02,0.0,+0.9,Matches
281,Vasile Mogos,DF,ro Romania,31,1992,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
282,Álvaro Morata,FW,es Spain,31,1992,5.0,1,14,4,28.6,2.81,0.80,0.07,0.25,16.4,0,0,0,1.4,1.4,0.10,-0.4,-0.4,Matches
283,Lewis Morgan,DF,sct Scotland,27,1996,0.0,0,1,0,0.0,45.00,0.00,0.00,,16.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
284,Ernest Muçi,FW,al Albania,22,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
285,Mykhailo Mudryk,"FW,MF",ua Ukraine,23,2001,1.9,0,6,2,33.3,3.10,1.03,0.00,0.00,19.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
286,Mert Müldür,"DF,MF",tr Türkiye,24,1999,3.8,1,3,2,66.7,0.78,0.52,0.33,0.50,17.4,0,0,0,0.6,0.6,0.18,+0.4,+0.4,Matches
287,Thomas Müller,"MF,FW",de Germany,34,1989,0.6,0,1,0,0.0,1.55,0.00,0.00,,7.7,0,0,0,0.4,0.4,0.37,-0.4,-0.4,Matches
288,Jamal Musiala,FW,de Germany,20,2003,4.7,3,10,4,40.0,2.15,0.86,0.30,0.75,18.6,0,0,0,1.0,1.0,0.10,+2.0,+2.0,Matches
289,Phillipp Mwene,DF,at Austria,30,1994,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
290,Vitaliy Mykolenko,DF,ua Ukraine,24,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
291,Joakim Mæhle,"DF,MF",dk Denmark,26,1997,3.1,0,1,0,0.0,0.32,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
292,Nacho,DF,es Spain,34,1990,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
293,Ádám Nagy,MF,hu Hungary,28,1995,1.8,0,1,0,0.0,0.57,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
294,Zsolt Nagy,DF,hu Hungary,30,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
295,Jesús Navas,DF,es Spain,38,1985,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
296,Dan Ndoye,"MF,DF",ch Switzerland,23,2000,4.5,1,14,2,14.3,3.10,0.44,0.07,0.50,16.1,0,0,0,1.6,1.6,0.11,-0.6,-0.6,Matches
297,Pedro Neto,"DF,FW",pt Portugal,23,2000,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
298,Manuel Neuer,GK,de Germany,37,1986,5.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
299,João Neves,MF,pt Portugal,19,2004,0.9,0,1,0,0.0,1.17,0.00,0.00,,21.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
300,Rúben Neves,MF,pt Portugal,26,1997,1.4,0,2,0,0.0,1.44,0.00,0.00,,30.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
301,Florin Niță,GK,ro Romania,36,1987,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
302,Matheus Nunes,MF,pt Portugal,25,1998,0.2,0,1,0,0.0,5.00,0.00,0.00,,9.5,0,0,0,0.3,0.3,0.25,-0.3,-0.3,Matches
303,Christian Nørgaard,MF,dk Denmark,29,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
304,Adam Obert,DF,sk Slovakia,21,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
305,Jan Oblak,GK,si Slovenia,31,1993,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
