Rk,Player,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
431,Kieran Tierney,DF,sct Scotland,26,1997,1.5,92,80,12,4,0,0,2,6,0,0,0,0,69,0,5,Matches
432,Ivan Toney,"FW,MF",eng England,27,1996,0.5,15,15,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
433,Ferrán Torres,"FW,MF",es Spain,23,2000,1.7,46,40,6,1,1,1,8,1,4,1,1,0,34,0,2,Matches
434,Cenk Tosun,FW,tr Türkiye,32,1991,0.3,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
435,Gernot Trauner,DF,at Austria,31,1992,1.0,78,74,4,1,0,0,0,1,0,0,0,0,74,0,1,Matches
436,Kieran Trippier,DF,eng England,33,1990,5.0,357,310,46,11,0,4,13,25,10,3,4,0,313,1,4,Matches
437,Leandro Trossard,FW,be Belgium,29,1994,1.9,70,68,2,2,0,1,3,0,0,0,0,0,55,0,2,Matches
438,Anatolii Trubin,GK,ua Ukraine,22,2001,2.0,70,52,17,3,0,0,0,0,0,0,0,0,55,1,0,Matches
439,Heorhii Tsitaishvili,"DF,MF",ge Georgia,23,2000,2.1,68,59,9,1,0,0,11,7,1,1,0,0,47,0,3,Matches
440,Viktor Tsyhankov,FW,ua Ukraine,26,1997,0.7,32,29,3,0,0,0,5,0,3,2,0,0,25,0,2,Matches
441,Ľubomír Tupta,MF,sk Slovakia,25,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
442,Oleksandr Tymchyk,DF,ua Ukraine,27,1997,2.2,83,59,23,1,0,0,8,22,0,0,0,0,66,1,3,Matches
443,Deniz Undav,MF,de Germany,27,1996,0.1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,Matches
444,Dayot Upamecano,DF,fr France,25,1998,6.3,371,357,14,13,0,8,1,1,0,0,0,0,339,0,2,Matches
445,Kacper Urbanski,"FW,MF",pl Poland,19,2004,1.6,49,49,0,0,1,0,1,0,0,0,0,0,41,0,0,Matches
446,Virgil van Dijk,DF,nl Netherlands,32,1991,6.0,394,364,29,11,0,0,0,0,0,0,0,0,356,1,0,Matches
447,Vladyslav Vanat,FW,ua Ukraine,22,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
448,Barnabás Varga,FW,hu Hungary,30,1994,2.8,54,52,1,0,0,0,0,0,0,0,0,0,27,1,1,Matches
449,Ruben Vargas,"MF,FW",ch Switzerland,25,1998,3.4,118,104,14,4,0,0,15,2,7,4,0,0,88,0,5,Matches
450,Denis Vavro,DF,sk Slovakia,27,1996,4.3,264,250,14,6,0,7,3,2,0,0,0,0,213,0,3,Matches
451,Joey Veerman,MF,nl Netherlands,25,1998,2.3,167,153,14,4,0,0,13,2,8,2,5,0,131,0,4,Matches
452,Miloš Veljković,DF,rs Serbia,28,1995,3.0,226,225,1,0,0,2,2,1,0,0,0,0,206,0,0,Matches
453,Micky van de Ven,DF,nl Netherlands,22,2001,0.8,43,35,8,1,0,0,1,7,0,0,0,0,33,0,1,Matches
454,Benjamin Verbič,MF,si Slovenia,30,1993,0.8,14,14,0,0,1,0,1,0,0,0,0,0,6,0,1,Matches
455,Bart Verbruggen,GK,nl Netherlands,21,2002,6.0,209,181,28,6,0,0,0,0,0,0,0,0,177,0,0,Matches
456,Jan Vertonghen,DF,be Belgium,36,1987,3.0,209,207,2,1,0,0,0,0,0,0,0,0,196,0,0,Matches
457,Jannik Vestergaard,DF,dk Denmark,31,1992,4.0,268,255,11,4,0,2,0,0,0,0,0,0,250,2,0,Matches
458,Žan Vipotnik,FW,si Slovenia,21,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
459,Vitinha,MF,pt Portugal,23,2000,4.0,323,306,16,3,2,1,15,2,11,3,4,0,294,1,7,Matches
460,Daniel Vivian,DF,es Spain,24,1999,1.4,109,107,2,2,0,3,0,0,0,0,0,0,101,0,1,Matches
461,Dušan Vlahović,"MF,FW",rs Serbia,24,2000,2.0,27,26,1,0,0,1,0,1,0,0,0,0,15,0,1,Matches
462,Stefan de Vrij,DF,nl Netherlands,31,1992,6.0,416,406,10,9,1,2,1,1,0,0,0,0,381,0,2,Matches
463,Kyle Walker,DF,eng England,33,1990,7.7,554,487,66,12,0,7,4,54,0,0,0,0,490,1,9,Matches
464,Ollie Watkins,FW,eng England,28,1995,0.7,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
465,Wout Weghorst,FW,nl Netherlands,31,1992,1.5,31,30,1,0,0,0,1,0,0,0,0,0,22,0,2,Matches
466,Andreas Weimann,FW,at Austria,32,1991,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
467,Silvan Widmer,DF,ch Switzerland,30,1993,3.3,127,89,38,0,0,0,4,38,0,0,0,0,96,0,5,Matches
468,Georginio Wijnaldum,MF,nl Netherlands,33,1990,0.8,16,16,0,0,0,0,0,0,0,0,0,0,10,0,3,Matches
469,Nico Williams,FW,es Spain,21,2002,5.5,220,196,24,3,1,2,33,0,21,14,1,0,179,0,5,Matches
470,Patrick Wimmer,"FW,MF",at Austria,22,2001,1.5,48,42,5,1,0,0,8,0,4,2,2,0,32,1,2,Matches
471,Jonas Wind,FW,dk Denmark,24,1999,2.1,77,77,0,0,0,0,1,0,0,0,0,0,62,0,0,Matches
472,Florian Wirtz,"FW,MF",de Germany,20,2003,3.1,190,178,11,2,2,1,5,6,2,0,0,0,168,1,2,Matches
473,Maximilian Wöber,DF,at Austria,25,1998,1.9,118,117,1,1,0,0,3,0,0,0,0,0,101,0,1,Matches
474,Granit Xhaka,MF,ch Switzerland,31,1992,5.3,407,393,13,11,3,1,1,1,0,0,0,0,369,1,2,Matches
475,Lamine Yamal,FW,es Spain,16,2007,5.6,205,188,16,2,2,0,24,2,12,7,0,0,158,1,9,Matches
476,Roman Yaremchuk,FW,ua Ukraine,28,1995,1.3,30,29,1,0,0,1,0,0,0,0,0,0,23,0,1,Matches
477,Andriy Yarmolenko,"FW,MF",ua Ukraine,34,1989,1.2,49,46,3,2,1,0,5,1,0,0,0,0,34,0,1,Matches
478,Yusuf Yazıcı,"MF,FW",tr Türkiye,27,1997,0.6,20,19,1,0,0,0,0,0,0,0,0,0,16,0,0,Matches
479,Kenan Yıldız,"FW,MF",tr Türkiye,18,2005,3.8,110,109,1,0,1,0,2,1,0,0,0,0,92,0,3,Matches
480,Okay Yokuşlu,"MF,DF",tr Türkiye,29,1994,0.6,28,28,0,0,0,0,0,0,0,0,0,0,26,0,0,Matches
481,İsmail Yüksek,MF,tr Türkiye,25,1999,1.7,99,99,0,0,0,1,0,0,0,0,0,0,91,0,0,Matches
482,Illia Zabarnyi,DF,ua Ukraine,21,2002,3.0,200,192,7,6,0,1,0,0,0,0,0,0,172,1,1,Matches
483,Mattia Zaccagni,"MF,FW",it Italy,28,1995,0.9,38,34,4,0,0,0,5,2,2,2,0,0,30,0,0,Matches
484,Denis Zakaria,MF,ch Switzerland,27,1996,0.3,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
485,Nicola Zalewski,DF,pl Poland,22,2002,2.7,100,89,11,2,0,0,10,9,0,0,0,0,73,0,8,Matches
486,Piotr Zieliński,MF,pl Poland,29,1994,2.8,150,136,14,5,1,0,11,0,6,2,4,0,123,0,3,Matches
487,Oleksandr Zinchenko,DF,ua Ukraine,27,1996,2.4,161,146,14,4,0,3,4,7,3,0,1,0,137,1,1,Matches
488,Joshua Zirkzee,"FW,DF",nl Netherlands,22,2001,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
489,Andrija Živković,DF,rs Serbia,27,1996,2.7,142,122,20,0,0,2,13,20,0,0,0,0,115,0,6,Matches
490,Budu Zivzivadze,"FW,MF",ge Georgia,29,1994,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
491,Steven Zuber,MF,ch Switzerland,32,1991,0.9,35,35,0,0,0,1,1,0,0,0,0,0,32,0,2,Matches
492,Martín Zubimendi,MF,es Spain,24,1999,1.6,117,116,1,1,0,1,1,0,0,0,0,0,108,0,1,Matches
493,Oleksandr Zubkov,FW,ua Ukraine,27,1996,0.3,10,8,1,0,0,0,0,1,0,0,0,0,6,1,1,Matches
